"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.26,0.96,0.65,15,14,24,"A",0,TRUE
"2","0",3,0.19,0.96,0.29,28,13,28,"A",0,TRUE
"3","0",6,0.74,0.71,0.86,20,26,13,"A",0.05,TRUE
"4","0",8,0.96,0.21,0.19,11,22,25,"A",0.8,TRUE
"5","0",13,0.062,0.25,0.62,21,22,15,"A",0,TRUE
"6","0",15,0.89,0.096,0.082,13,16,18,"A",0.95,TRUE
"7","0",19,0.48,0.49,0.45,16,10,25,"A",0.2,TRUE
"8","0",20,0.96,0.65,0.45,11,20,10,"A",0.15,TRUE
"9","0",23,0.38,0.24,0.16,11,15,24,"A",0.6,TRUE
"10","0",26,0.26,0.24,0.79,30,23,20,"A",0.1,TRUE
"11","0",29,0.88,0.15,0.97,25,14,16,"A",1,TRUE
"12","0",30,0.88,0.18,0.97,27,15,15,"A",0.95,TRUE
"13","0",31,0.78,0.18,0.93,25,10,21,"A",0.65,TRUE
"14","0",36,0.84,0.75,0.77,14,19,16,"A",0.1,TRUE
"15","0",41,0.78,0.07,0.57,15,22,17,"A",0.75,TRUE
"16","0",45,0.76,0.77,0.43,21,16,29,"A",0.65,TRUE
"17","0",46,0.52,0.51,0.46,14,16,28,"A",0.1,TRUE
"18","0",47,0.12,0.98,0.35,17,14,22,"A",0,TRUE
"19","0",49,0.73,0.42,0.51,14,13,16,"A",0.65,TRUE
"20","1",1,0.26,0.96,0.65,15,14,24,"A",0,TRUE
"21","1",3,0.19,0.96,0.29,28,13,28,"A",0,TRUE
"22","1",6,0.74,0.71,0.86,20,26,13,"A",0.5,TRUE
"23","1",8,0.96,0.21,0.19,11,22,25,"A",0.4,TRUE
"24","1",13,0.062,0.25,0.62,21,22,15,"A",0,TRUE
"25","1",15,0.89,0.096,0.082,13,16,18,"A",0.65,TRUE
"26","1",19,0.48,0.49,0.45,16,10,25,"A",0.7,TRUE
"27","1",20,0.96,0.65,0.45,11,20,10,"A",0.5,TRUE
"28","1",23,0.38,0.24,0.16,11,15,24,"A",0.4,TRUE
"29","1",26,0.26,0.24,0.79,30,23,20,"A",0.7,TRUE
"30","1",29,0.88,0.15,0.97,25,14,16,"A",0.6,TRUE
"31","1",30,0.88,0.18,0.97,27,15,15,"A",0.65,TRUE
"32","1",31,0.78,0.18,0.93,25,10,21,"A",0.45,TRUE
"33","1",36,0.84,0.75,0.77,14,19,16,"A",0.35,TRUE
"34","1",41,0.78,0.07,0.57,15,22,17,"A",0.4,TRUE
"35","1",45,0.76,0.77,0.43,21,16,29,"A",0.5,TRUE
"36","1",46,0.52,0.51,0.46,14,16,28,"A",0.2,TRUE
"37","1",47,0.12,0.98,0.35,17,14,22,"A",0,TRUE
"38","1",49,0.73,0.42,0.51,14,13,16,"A",0.4,TRUE
"39","0",1,0.26,0.96,0.65,15,14,24,"B",0.2,TRUE
"40","0",3,0.19,0.96,0.29,28,13,28,"B",0.85,TRUE
"41","0",6,0.74,0.71,0.86,20,26,13,"B",0.9,TRUE
"42","0",8,0.96,0.21,0.19,11,22,25,"B",0.15,TRUE
"43","0",13,0.062,0.25,0.62,21,22,15,"B",0.2,TRUE
"44","0",15,0.89,0.096,0.082,13,16,18,"B",0,TRUE
"45","0",19,0.48,0.49,0.45,16,10,25,"B",0.15,TRUE
"46","0",20,0.96,0.65,0.45,11,20,10,"B",0.85,TRUE
"47","0",23,0.38,0.24,0.16,11,15,24,"B",0.25,TRUE
"48","0",26,0.26,0.24,0.79,30,23,20,"B",0,TRUE
"49","0",29,0.88,0.15,0.97,25,14,16,"B",0,TRUE
"50","0",30,0.88,0.18,0.97,27,15,15,"B",0,TRUE
"51","0",31,0.78,0.18,0.93,25,10,21,"B",0,TRUE
"52","0",36,0.84,0.75,0.77,14,19,16,"B",0.65,TRUE
"53","0",41,0.78,0.07,0.57,15,22,17,"B",0,TRUE
"54","0",45,0.76,0.77,0.43,21,16,29,"B",0.1,TRUE
"55","0",46,0.52,0.51,0.46,14,16,28,"B",0.3,TRUE
"56","0",47,0.12,0.98,0.35,17,14,22,"B",0.95,TRUE
"57","0",49,0.73,0.42,0.51,14,13,16,"B",0,TRUE
"58","1",1,0.26,0.96,0.65,15,14,24,"B",0.6,TRUE
"59","1",3,0.19,0.96,0.29,28,13,28,"B",0.45,TRUE
"60","1",6,0.74,0.71,0.86,20,26,13,"B",0.4,TRUE
"61","1",8,0.96,0.21,0.19,11,22,25,"B",0.45,TRUE
"62","1",13,0.062,0.25,0.62,21,22,15,"B",0.45,TRUE
"63","1",15,0.89,0.096,0.082,13,16,18,"B",0.35,TRUE
"64","1",19,0.48,0.49,0.45,16,10,25,"B",0.2,TRUE
"65","1",20,0.96,0.65,0.45,11,20,10,"B",0.5,TRUE
"66","1",23,0.38,0.24,0.16,11,15,24,"B",0.55,TRUE
"67","1",26,0.26,0.24,0.79,30,23,20,"B",0,TRUE
"68","1",29,0.88,0.15,0.97,25,14,16,"B",0,TRUE
"69","1",30,0.88,0.18,0.97,27,15,15,"B",0,TRUE
"70","1",31,0.78,0.18,0.93,25,10,21,"B",0,TRUE
"71","1",36,0.84,0.75,0.77,14,19,16,"B",0.2,TRUE
"72","1",41,0.78,0.07,0.57,15,22,17,"B",0.05,TRUE
"73","1",45,0.76,0.77,0.43,21,16,29,"B",0.35,TRUE
"74","1",46,0.52,0.51,0.46,14,16,28,"B",0.65,TRUE
"75","1",47,0.12,0.98,0.35,17,14,22,"B",0.3,TRUE
"76","1",49,0.73,0.42,0.51,14,13,16,"B",0.05,TRUE
"77","0",1,0.26,0.96,0.65,15,14,24,"C",0.8,TRUE
"78","0",3,0.19,0.96,0.29,28,13,28,"C",0.15,TRUE
"79","0",6,0.74,0.71,0.86,20,26,13,"C",0.05,TRUE
