"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.12,0.99,0.4,22,16,30,"A",0,TRUE
"2","0",3,0.85,0.36,0.35,13,23,21,"A",0.4,TRUE
"3","0",5,0.13,0.78,0.38,22,20,23,"A",0,TRUE
"4","0",8,0.3,0.64,0.062,25,22,24,"A",0.1,TRUE
"5","0",11,0.9,0.64,0.93,28,17,22,"A",0.95,TRUE
"6","0",13,0.9,0.22,0.33,24,26,29,"A",1,TRUE
"7","0",14,0.42,0.055,1,26,29,16,"A",0.05,TRUE
"8","0",16,0.42,0.29,0.31,11,27,20,"A",0.1,TRUE
"9","0",17,0.035,0.19,0.47,19,23,13,"A",0.05,TRUE
"10","0",20,0.22,0.69,0.37,13,23,30,"A",0,TRUE
"11","0",21,0.93,0.88,0.29,14,26,12,"A",0,TRUE
"12","0",23,0.93,0.52,0.88,23,16,30,"A",0.05,TRUE
"13","0",28,0.86,0.64,0.29,14,22,12,"A",0.3,TRUE
"14","0",29,0.94,0.17,0.41,23,21,28,"A",1,TRUE
"15","0",32,0.25,0.53,0.21,29,21,27,"A",0.3,TRUE
"16","0",33,0.54,0.77,0.76,26,16,14,"A",0.3,TRUE
"17","0",34,0.25,0.48,0.37,29,14,15,"A",0.25,TRUE
"18","0",37,0.6,0.31,0.89,19,18,16,"A",0.3,TRUE
"19","0",40,0.3,0.0038,0.33,25,23,24,"A",0.4,TRUE
"20","0",42,0.19,0.52,0.79,20,26,19,"A",0,TRUE
"21","0",43,0.94,0.31,0.16,12,14,28,"A",0.95,TRUE
"22","0",44,0.48,0.29,0.063,16,20,19,"A",0.7,TRUE
"23","0",46,0.96,0.012,0.44,13,21,23,"A",0.55,TRUE
"24","0",47,0.63,0.36,0.37,11,27,16,"A",0.45,TRUE
"25","0",48,0.63,0.0059,0.53,22,27,25,"A",0.7,TRUE
"26","0",50,0.19,0.76,0.39,22,17,20,"A",0,TRUE
"27","1",1,0.12,0.99,0.4,22,16,30,"A",0,TRUE
"28","1",3,0.85,0.36,0.35,13,23,21,"A",0.15,TRUE
"29","1",5,0.13,0.78,0.38,22,20,23,"A",0.05,TRUE
"30","1",8,0.3,0.64,0.062,25,22,24,"A",0.65,TRUE
"31","1",11,0.9,0.64,0.93,28,17,22,"A",0.45,TRUE
"32","1",13,0.9,0.22,0.33,24,26,29,"A",0.3,TRUE
"33","1",14,0.42,0.055,1,26,29,16,"A",0.3,TRUE
"34","1",16,0.42,0.29,0.31,11,27,20,"A",0.35,TRUE
"35","1",17,0.035,0.19,0.47,19,23,13,"A",0,TRUE
"36","1",20,0.22,0.69,0.37,13,23,30,"A",0,TRUE
"37","1",21,0.93,0.88,0.29,14,26,12,"A",0.25,TRUE
"38","1",23,0.93,0.52,0.88,23,16,30,"A",0.3,TRUE
"39","1",28,0.86,0.64,0.29,14,22,12,"A",0.6,TRUE
"40","1",29,0.94,0.17,0.41,23,21,28,"A",0.6,TRUE
"41","1",32,0.25,0.53,0.21,29,21,27,"A",0.6,TRUE
"42","1",33,0.54,0.77,0.76,26,16,14,"A",0,TRUE
"43","1",34,0.25,0.48,0.37,29,14,15,"A",0,TRUE
"44","1",37,0.6,0.31,0.89,19,18,16,"A",0.6,TRUE
"45","1",40,0.3,0.0038,0.33,25,23,24,"A",0.15,TRUE
"46","1",42,0.19,0.52,0.79,20,26,19,"A",0.1,TRUE
"47","1",43,0.94,0.31,0.16,12,14,28,"A",0.65,TRUE
"48","1",44,0.48,0.29,0.063,16,20,19,"A",0.3,TRUE
"49","1",46,0.96,0.012,0.44,13,21,23,"A",0.3,TRUE
"50","1",47,0.63,0.36,0.37,11,27,16,"A",0.5,TRUE
"51","1",48,0.63,0.0059,0.53,22,27,25,"A",0.4,TRUE
"52","1",50,0.19,0.76,0.39,22,17,20,"A",0.05,TRUE
"53","0",1,0.12,0.99,0.4,22,16,30,"B",0.8,TRUE
"54","0",3,0.85,0.36,0.35,13,23,21,"B",0.4,TRUE
"55","0",5,0.13,0.78,0.38,22,20,23,"B",1,TRUE
"56","0",8,0.3,0.64,0.062,25,22,24,"B",0.9,TRUE
"57","0",11,0.9,0.64,0.93,28,17,22,"B",0,TRUE
"58","0",13,0.9,0.22,0.33,24,26,29,"B",0,TRUE
"59","0",14,0.42,0.055,1,26,29,16,"B",0,TRUE
