"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.17,0.62,0.18,18,13,29,"A",0,TRUE
"2","0",2,0.54,0.011,0.14,16,15,23,"A",0.9,TRUE
"3","0",3,0.43,0.27,0.18,10,18,15,"A",0.3,TRUE
"4","0",4,0.36,0.27,1,26,24,13,"A",0.25,TRUE
"5","0",7,0.28,0.53,0.3,13,13,21,"A",0,TRUE
"6","0",8,0.69,0.87,0.092,22,13,22,"A",0.85,TRUE
"7","0",11,0.067,0.92,0.092,18,14,22,"A",0,TRUE
"8","0",16,0.48,0.73,0.13,17,14,28,"A",0.2,TRUE
"9","0",17,0.47,0.33,0.62,23,27,18,"A",0.2,TRUE
"10","0",19,0.48,0.036,0.66,17,29,15,"A",0.25,TRUE
"11","0",20,0.14,0.044,0.51,27,19,18,"A",0.2,TRUE
"12","0",24,0.33,0.22,0.63,15,19,12,"A",0.25,TRUE
"13","0",26,0.11,0.27,0.99,20,23,11,"A",0,TRUE
"14","0",34,0.77,0.72,0.62,15,28,11,"A",0,TRUE
"15","0",36,0.77,0.72,0.79,19,25,19,"A",0.05,TRUE
"16","0",39,0.28,0.27,0.79,30,17,13,"A",0.55,TRUE
"17","0",41,0.76,0.76,0.97,30,12,20,"A",0.85,TRUE
"18","0",46,0.8,0.28,0.1,27,30,30,"A",1,TRUE
"19","0",48,0.79,0.78,0.81,13,30,11,"A",0,TRUE
"20","0",49,0.8,0.82,0.91,28,15,11,"A",0.95,TRUE
"21","1",1,0.17,0.62,0.18,18,13,29,"A",0.1,TRUE
"22","1",2,0.54,0.011,0.14,16,15,23,"A",0.5,TRUE
"23","1",3,0.43,0.27,0.18,10,18,15,"A",0.1,TRUE
"24","1",4,0.36,0.27,1,26,24,13,"A",0.85,TRUE
"25","1",7,0.28,0.53,0.3,13,13,21,"A",0,TRUE
"26","1",8,0.69,0.87,0.092,22,13,22,"A",0.6,TRUE
"27","1",11,0.067,0.92,0.092,18,14,22,"A",0.1,TRUE
"28","1",16,0.48,0.73,0.13,17,14,28,"A",0.5,TRUE
"29","1",17,0.47,0.33,0.62,23,27,18,"A",0.65,TRUE
"30","1",19,0.48,0.036,0.66,17,29,15,"A",0.45,TRUE
"31","1",20,0.14,0.044,0.51,27,19,18,"A",0.5,TRUE
"32","1",24,0.33,0.22,0.63,15,19,12,"A",0.45,TRUE
"33","1",26,0.11,0.27,0.99,20,23,11,"A",0,TRUE
"34","1",34,0.77,0.72,0.62,15,28,11,"A",0.4,TRUE
"35","1",36,0.77,0.72,0.79,19,25,19,"A",0.05,TRUE
"36","1",39,0.28,0.27,0.79,30,17,13,"A",0.9,TRUE
"37","1",41,0.76,0.76,0.97,30,12,20,"A",0.45,TRUE
"38","1",46,0.8,0.28,0.1,27,30,30,"A",0.75,TRUE
"39","1",48,0.79,0.78,0.81,13,30,11,"A",0.65,TRUE
"40","1",49,0.8,0.82,0.91,28,15,11,"A",0.35,TRUE
"41","0",1,0.17,0.62,0.18,18,13,29,"B",0.8,TRUE
"42","0",2,0.54,0.011,0.14,16,15,23,"B",0,TRUE
"43","0",3,0.43,0.27,0.18,10,18,15,"B",0.7,TRUE
"44","0",4,0.36,0.27,1,26,24,13,"B",0.05,TRUE
"45","0",7,0.28,0.53,0.3,13,13,21,"B",0.85,TRUE
"46","0",8,0.69,0.87,0.092,22,13,22,"B",0.15,TRUE
"47","0",11,0.067,0.92,0.092,18,14,22,"B",1,TRUE
"48","0",16,0.48,0.73,0.13,17,14,28,"B",0.8,TRUE
"49","0",17,0.47,0.33,0.62,23,27,18,"B",0.25,TRUE
"50","0",19,0.48,0.036,0.66,17,29,15,"B",0,TRUE
"51","0",20,0.14,0.044,0.51,27,19,18,"B",0,TRUE
"52","0",24,0.33,0.22,0.63,15,19,12,"B",0.05,TRUE
"53","0",26,0.11,0.27,0.99,20,23,11,"B",0.3,TRUE
"54","0",34,0.77,0.72,0.62,15,28,11,"B",1,TRUE
"55","0",36,0.77,0.72,0.79,19,25,19,"B",0.65,TRUE
"56","0",39,0.28,0.27,0.79,30,17,13,"B",0,TRUE
"57","0",41,0.76,0.76,0.97,30,12,20,"B",0,TRUE
"58","0",46,0.8,0.28,0.1,27,30,30,"B",0,TRUE
"59","0",48,0.79,0.78,0.81,13,30,11,"B",1,TRUE
"60","0",49,0.8,0.82,0.91,28,15,11,"B",0,TRUE
"61","1",1,0.17,0.62,0.18,18,13,29,"B",0.55,TRUE
"62","1",2,0.54,0.011,0.14,16,15,23,"B",0,TRUE
"63","1",3,0.43,0.27,0.18,10,18,15,"B",0.9,TRUE
"64","1",4,0.36,0.27,1,26,24,13,"B",0,TRUE
"65","1",7,0.28,0.53,0.3,13,13,21,"B",0.55,TRUE
"66","1",8,0.69,0.87,0.092,22,13,22,"B",0.4,TRUE
"67","1",11,0.067,0.92,0.092,18,14,22,"B",0.45,TRUE
"68","1",16,0.48,0.73,0.13,17,14,28,"B",0.4,TRUE
"69","1",17,0.47,0.33,0.62,23,27,18,"B",0.05,TRUE
"70","1",19,0.48,0.036,0.66,17,29,15,"B",0.1,TRUE
"71","1",20,0.14,0.044,0.51,27,19,18,"B",0,TRUE
"72","1",24,0.33,0.22,0.63,15,19,12,"B",0.1,TRUE
"73","1",26,0.11,0.27,0.99,20,23,11,"B",0.65,TRUE
"74","1",34,0.77,0.72,0.62,15,28,11,"B",0.6,TRUE
"75","1",36,0.77,0.72,0.79,19,25,19,"B",0.1,TRUE
"76","1",39,0.28,0.27,0.79,30,17,13,"B",0,TRUE
"77","1",41,0.76,0.76,0.97,30,12,20,"B",0,TRUE
"78","1",46,0.8,0.28,0.1,27,30,30,"B",0.25,TRUE
"79","1",48,0.79,0.78,0.81,13,30,11,"B",0.35,TRUE
"80","1",49,0.8,0.82,0.91,28,15,11,"B",0.5,TRUE
"81","0",1,0.17,0.62,0.18,18,13,29,"C",0.2,TRUE
"82","0",2,0.54,0.011,0.14,16,15,23,"C",0.1,TRUE
"83","0",3,0.43,0.27,0.18,10,18,15,"C",0,TRUE
"84","0",4,0.36,0.27,1,26,24,13,"C",0.7,TRUE
"85","0",7,0.28,0.53,0.3,13,13,21,"C",0.15,TRUE
"86","0",8,0.69,0.87,0.092,22,13,22,"C",0,TRUE
"87","0",11,0.067,0.92,0.092,18,14,22,"C",0,TRUE
"88","0",16,0.48,0.73,0.13,17,14,28,"C",0,TRUE
"89","0",17,0.47,0.33,0.62,23,27,18,"C",0.55,TRUE
"90","0",19,0.48,0.036,0.66,17,29,15,"C",0.75,TRUE
"91","0",20,0.14,0.044,0.51,27,19,18,"C",0.8,TRUE
"92","0",24,0.33,0.22,0.63,15,19,12,"C",0.7,TRUE
"93","0",26,0.11,0.27,0.99,20,23,11,"C",0.7,TRUE
"94","0",34,0.77,0.72,0.62,15,28,11,"C",0,TRUE
"95","0",36,0.77,0.72,0.79,19,25,19,"C",0.3,TRUE
"96","0",39,0.28,0.27,0.79,30,17,13,"C",0.45,TRUE
"97","0",41,0.76,0.76,0.97,30,12,20,"C",0.15,TRUE
"98","0",46,0.8,0.28,0.1,27,30,30,"C",0,TRUE
"99","0",48,0.79,0.78,0.81,13,30,11,"C",0,TRUE
"100","0",49,0.8,0.82,0.91,28,15,11,"C",0.05,TRUE
"101","1",1,0.17,0.62,0.18,18,13,29,"C",0.35,TRUE
"102","1",2,0.54,0.011,0.14,16,15,23,"C",0.5,TRUE
"103","1",3,0.43,0.27,0.18,10,18,15,"C",0,TRUE
"104","1",4,0.36,0.27,1,26,24,13,"C",0.15,TRUE
"105","1",7,0.28,0.53,0.3,13,13,21,"C",0.45,TRUE
"106","1",8,0.69,0.87,0.092,22,13,22,"C",0,TRUE
"107","1",11,0.067,0.92,0.092,18,14,22,"C",0.45,TRUE
"108","1",16,0.48,0.73,0.13,17,14,28,"C",0.1,TRUE
"109","1",17,0.47,0.33,0.62,23,27,18,"C",0.3,TRUE
"110","1",19,0.48,0.036,0.66,17,29,15,"C",0.45,TRUE
"111","1",20,0.14,0.044,0.51,27,19,18,"C",0.5,TRUE
"112","1",24,0.33,0.22,0.63,15,19,12,"C",0.45,TRUE
"113","1",26,0.11,0.27,0.99,20,23,11,"C",0.35,TRUE
"114","1",34,0.77,0.72,0.62,15,28,11,"C",0,TRUE
"115","1",36,0.77,0.72,0.79,19,25,19,"C",0.85,TRUE
"116","1",39,0.28,0.27,0.79,30,17,13,"C",0.1,TRUE
"117","1",41,0.76,0.76,0.97,30,12,20,"C",0.55,TRUE
"118","1",46,0.8,0.28,0.1,27,30,30,"C",0,TRUE
"119","1",48,0.79,0.78,0.81,13,30,11,"C",0,TRUE
"120","1",49,0.8,0.82,0.91,28,15,11,"C",0.15,TRUE
