"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",5,0.36,0.74,0.62,21,16,19,"A",0,TRUE
"2","0",8,0.91,0.46,0.79,11,14,14,"A",0.25,TRUE
"3","0",15,0.34,0.79,0.38,26,12,12,"A",0.4,TRUE
"4","0",16,0.29,0.87,0.38,15,13,30,"A",0,TRUE
"5","0",17,0.98,0.92,0.29,12,19,27,"A",0.1,TRUE
"6","0",19,0.43,0.7,0.97,30,26,22,"A",0.05,TRUE
"7","0",21,0.36,0.15,0.97,26,26,20,"A",0,TRUE
"8","0",23,0.2,0.24,0.62,28,16,14,"A",0.1,TRUE
"9","0",26,0.36,0.67,0.34,28,16,16,"A",0.45,TRUE
"10","0",27,0.46,0.055,0.85,24,14,20,"A",0,TRUE
"11","0",28,0.18,0.97,0.23,15,14,28,"A",0,TRUE
"12","0",29,0.066,0.76,0.41,28,14,19,"A",0,TRUE
"13","0",31,0.9,0.91,0.4,16,10,21,"A",0.95,TRUE
"14","0",33,0.7,0.99,0.097,28,23,15,"A",0.6,TRUE
"15","0",36,0.55,0.76,0.34,17,12,16,"A",0.55,TRUE
"16","0",37,0.2,0.98,0.15,16,12,15,"A",0.1,TRUE
"17","0",38,0.29,0.76,0.3,15,12,15,"A",0.05,TRUE
"18","0",41,0.097,0.15,0.88,16,19,13,"A",0,TRUE
"19","0",43,0.95,0.23,0.24,17,20,26,"A",1,TRUE
"20","0",46,0.4,0.59,0.78,18,16,14,"A",0.05,TRUE
"21","0",49,0.24,0.76,0.25,29,13,19,"A",0.15,TRUE
"22","1",5,0.36,0.74,0.62,21,16,19,"A",0.2,TRUE
"23","1",8,0.91,0.46,0.79,11,14,14,"A",0.45,TRUE
"24","1",15,0.34,0.79,0.38,26,12,12,"A",0.15,TRUE
"25","1",16,0.29,0.87,0.38,15,13,30,"A",0,TRUE
"26","1",17,0.98,0.92,0.29,12,19,27,"A",0.3,TRUE
"27","1",19,0.43,0.7,0.97,30,26,22,"A",0.05,TRUE
"28","1",21,0.36,0.15,0.97,26,26,20,"A",0.4,TRUE
"29","1",23,0.2,0.24,0.62,28,16,14,"A",0.2,TRUE
"30","1",26,0.36,0.67,0.34,28,16,16,"A",0.2,TRUE
"31","1",27,0.46,0.055,0.85,24,14,20,"A",0.25,TRUE
"32","1",28,0.18,0.97,0.23,15,14,28,"A",0,TRUE
"33","1",29,0.066,0.76,0.41,28,14,19,"A",0.1,TRUE
"34","1",31,0.9,0.91,0.4,16,10,21,"A",0.3,TRUE
"35","1",33,0.7,0.99,0.097,28,23,15,"A",0.35,TRUE
"36","1",36,0.55,0.76,0.34,17,12,16,"A",0.75,TRUE
"37","1",37,0.2,0.98,0.15,16,12,15,"A",0.5,TRUE
"38","1",38,0.29,0.76,0.3,15,12,15,"A",0,TRUE
"39","1",41,0.097,0.15,0.88,16,19,13,"A",0,TRUE
"40","1",43,0.95,0.23,0.24,17,20,26,"A",0.6,TRUE
"41","1",46,0.4,0.59,0.78,18,16,14,"A",0,TRUE
"42","1",49,0.24,0.76,0.25,29,13,19,"A",0.05,TRUE
"43","0",5,0.36,0.74,0.62,21,16,19,"B",0.65,TRUE
"44","0",8,0.91,0.46,0.79,11,14,14,"B",0,TRUE
"45","0",15,0.34,0.79,0.38,26,12,12,"B",0.55,TRUE
"46","0",16,0.29,0.87,0.38,15,13,30,"B",0.45,TRUE
"47","0",17,0.98,0.92,0.29,12,19,27,"B",0.9,TRUE
"48","0",19,0.43,0.7,0.97,30,26,22,"B",0.3,TRUE
"49","0",21,0.36,0.15,0.97,26,26,20,"B",0,TRUE
"50","0",23,0.2,0.24,0.62,28,16,14,"B",0.15,TRUE
"51","0",26,0.36,0.67,0.34,28,16,16,"B",0.55,TRUE
"52","0",27,0.46,0.055,0.85,24,14,20,"B",0,TRUE
"53","0",28,0.18,0.97,0.23,15,14,28,"B",0.85,TRUE
"54","0",29,0.066,0.76,0.41,28,14,19,"B",0.7,TRUE
"55","0",31,0.9,0.91,0.4,16,10,21,"B",0.05,TRUE
"56","0",33,0.7,0.99,0.097,28,23,15,"B",0.4,TRUE
"57","0",36,0.55,0.76,0.34,17,12,16,"B",0.45,TRUE
"58","0",37,0.2,0.98,0.15,16,12,15,"B",0.9,TRUE
"59","0",38,0.29,0.76,0.3,15,12,15,"B",0.9,TRUE
"60","0",41,0.097,0.15,0.88,16,19,13,"B",0.05,TRUE
"61","0",43,0.95,0.23,0.24,17,20,26,"B",0,TRUE
"62","0",46,0.4,0.59,0.78,18,16,14,"B",0.35,TRUE
"63","0",49,0.24,0.76,0.25,29,13,19,"B",0.65,TRUE
"64","1",5,0.36,0.74,0.62,21,16,19,"B",0.3,TRUE
"65","1",8,0.91,0.46,0.79,11,14,14,"B",0.05,TRUE
"66","1",15,0.34,0.79,0.38,26,12,12,"B",0.8,TRUE
"67","1",16,0.29,0.87,0.38,15,13,30,"B",0.15,TRUE
"68","1",17,0.98,0.92,0.29,12,19,27,"B",0.55,TRUE
"69","1",19,0.43,0.7,0.97,30,26,22,"B",0.6,TRUE
"70","1",21,0.36,0.15,0.97,26,26,20,"B",0,TRUE
"71","1",23,0.2,0.24,0.62,28,16,14,"B",0.6,TRUE
"72","1",26,0.36,0.67,0.34,28,16,16,"B",0.8,TRUE
"73","1",27,0.46,0.055,0.85,24,14,20,"B",0,TRUE
"74","1",28,0.18,0.97,0.23,15,14,28,"B",0.45,TRUE
"75","1",29,0.066,0.76,0.41,28,14,19,"B",0.35,TRUE
"76","1",31,0.9,0.91,0.4,16,10,21,"B",0.55,TRUE
"77","1",33,0.7,0.99,0.097,28,23,15,"B",0.65,TRUE
"78","1",36,0.55,0.76,0.34,17,12,16,"B",0.2,TRUE
"79","1",37,0.2,0.98,0.15,16,12,15,"B",0.5,TRUE
"80","1",38,0.29,0.76,0.3,15,12,15,"B",0.35,TRUE
"81","1",41,0.097,0.15,0.88,16,19,13,"B",0.5,TRUE
"82","1",43,0.95,0.23,0.24,17,20,26,"B",0,TRUE
"83","1",46,0.4,0.59,0.78,18,16,14,"B",0.6,TRUE
"84","1",49,0.24,0.76,0.25,29,13,19,"B",0.5,TRUE
"85","0",5,0.36,0.74,0.62,21,16,19,"C",0.35,TRUE
"86","0",8,0.91,0.46,0.79,11,14,14,"C",0.75,TRUE
"87","0",15,0.34,0.79,0.38,26,12,12,"C",0.05,TRUE
"88","0",16,0.29,0.87,0.38,15,13,30,"C",0.55,TRUE
