"attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","rowname","choice","oraclechoice"
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,0,1,0.585800305008888,3,3,0.5,0.1,9.37745850361782,8.19410020231006,6.02938432111528,1,1,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,1,1,0.00894579570740461,3,3,0.5,0.1,5.00227185433537,3.79453025777253,1.93033520773897,2,3,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,2,1,0.293739611981437,3,3,0.5,0.1,7.16230715382391,5.96660362162055,3.95404104910739,3,1,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,3,1,0.277374957920983,3,3,0.5,0.1,7.03818848124541,5.84179322489798,3.83775605932992,4,2,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,4,1,0.813574214931577,3,3,0.5,0.1,11.1050229998291,9.93129256552677,7.64791451974269,5,3,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,5,1,0.260427771368995,3,3,0.5,0.1,6.90965155703043,5.71253995323875,3.71733167347521,6,3,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,6,1,0.724405892658979,3,3,0.5,0.1,10.4287206621419,9.25122113616341,7.01429663783458,7,1,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,7,1,0.906092151300982,3,3,0.5,0.1,11.8067306808746,10.6369109244339,8.30533430052179,8,3,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,8,1,0.949040221050382,3,3,0.5,0.1,12.1324728192303,10.9644684520229,8.6105174002269,9,2,1
4.93442194536328,3.72630221536383,1.86676760902628,7.58455828763545,7.62682768981904,7.10586299886927,9,1,0.073144469410181,3,3,0.5,0.1,5.48919043702297,4.28416248001852,2.38652218778001,10,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,0,1,0.585800305008888,3,3,0.5,0.1,8.12076382154812,2.80921016204041,5.73168932029714,11,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,1,1,0.00894579570740461,3,3,0.5,0.1,3.57688176113452,0.72516653722947,4.7358450549187,12,1,3
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,2,1,0.293739611981437,3,3,0.5,0.1,5.82020220297573,1.75406156642873,5.22749465491084,13,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,3,1,0.277374957920983,3,3,0.5,0.1,5.69129784873881,1.69493980796624,5.19924377598343,14,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,4,1,0.813574214931577,3,3,0.5,0.1,9.91493855094605,3.63210528935328,6.12490344680887,15,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,5,1,0.260427771368995,3,3,0.5,0.1,5.55780488698436,1.63371349262561,5.16998725068985,16,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,6,1,0.724405892658979,3,3,0.5,0.1,9.21255981696985,3.30996050141997,5.97096903014615,17,2,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,7,1,0.906092151300982,3,3,0.5,0.1,10.6437021898825,3.96635146817711,6.28462042031348,18,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,8,1,0.949040221050382,3,3,0.5,0.1,10.9820040675951,4.12151303754329,6.35876318643453,19,1,1
3.50641574244946,0.692847419995815,4.7204016125761,7.87699842359871,3.61277166288346,1.72633523587137,9,1,0.073144469410181,3,3,0.5,0.1,4.08257461268842,0.957101686377563,4.84667348742801,20,3,3
6.32742163492367,6.24415603699163,7.2123027429916,8.06688474491239,6.47832395741716,0.795702091418207,0,1,0.585800305008888,3,3,0.5,0.1,11.0530051789649,10.039160187193,7.67842527084059,21,1,1
6.32742163492367,6.24415603699163,7.2123027429916,8.06688474491239,6.47832395741716,0.795702091418207,1,1,0.00894579570740461,3,3,0.5,0.1,6.39958633784683,6.30210979964107,7.21942093134538,22,1,3
6.32742163492367,6.24415603699163,7.2123027429916,8.06688474491239,6.47832395741716,0.795702091418207,2,1,0.293739611981437,3,3,0.5,0.1,8.6969852297932,8.14709640253339,7.4460319665776,23,2,1
6.32742163492367,6.24415603699163,7.2123027429916,8.06688474491239,6.47832395741716,0.795702091418207,3,1,0.277374957920983,3,3,0.5,0.1,8.56497345159716,8.04108087207871,7.43301057711636,24,1,1
