"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",5,0.18,0.87,0.017,18,13,17,"A",0,TRUE
"2","0",8,0.12,0.23,0.74,16,30,20,"A",0,TRUE
"3","0",12,0.13,0.14,0.36,21,25,13,"A",0.1,TRUE
"4","0",14,0.55,0.038,0.018,12,19,13,"A",0.95,TRUE
"5","0",17,0.029,0.61,0.1,29,21,23,"A",0,TRUE
"6","0",22,0.061,0.32,0.84,24,22,15,"A",0,TRUE
"7","0",23,0.5,0.34,0.71,28,29,16,"A",0.75,TRUE
"8","0",25,0.058,0.018,0.74,23,18,15,"A",0.05,TRUE
"9","0",26,0.43,0.085,0.88,20,16,15,"A",0.15,TRUE
"10","0",28,0.86,0.32,0.3,23,25,28,"A",1,TRUE
"11","0",30,0.11,0.7,0.18,24,16,28,"A",0,TRUE
"12","0",35,0.6,0.85,0.26,29,24,26,"A",0.3,TRUE
"13","0",37,0.41,0.37,0.96,23,17,11,"A",0.55,TRUE
"14","0",38,0.075,0.047,0.52,26,26,13,"A",0.3,TRUE
"15","0",46,0.67,0.78,0.4,29,17,11,"A",0.95,TRUE
"16","0",48,0.6,0.77,0.3,27,22,26,"A",0.35,TRUE
"17","1",5,0.18,0.87,0.017,18,13,17,"A",0.4,TRUE
"18","1",8,0.12,0.23,0.74,16,30,20,"A",0,TRUE
"19","1",12,0.13,0.14,0.36,21,25,13,"A",0.05,TRUE
"20","1",14,0.55,0.038,0.018,12,19,13,"A",0.6,TRUE
"21","1",17,0.029,0.61,0.1,29,21,23,"A",0.1,TRUE
"22","1",22,0.061,0.32,0.84,24,22,15,"A",0,TRUE
"23","1",23,0.5,0.34,0.71,28,29,16,"A",0.6,TRUE
"24","1",25,0.058,0.018,0.74,23,18,15,"A",0.3,TRUE
"25","1",26,0.43,0.085,0.88,20,16,15,"A",0.45,TRUE
"26","1",28,0.86,0.32,0.3,23,25,28,"A",0.45,TRUE
"27","1",30,0.11,0.7,0.18,24,16,28,"A",0,TRUE
"28","1",35,0.6,0.85,0.26,29,24,26,"A",0.8,TRUE
"29","1",37,0.41,0.37,0.96,23,17,11,"A",0.9,TRUE
"30","1",38,0.075,0.047,0.52,26,26,13,"A",0.6,TRUE
"31","1",46,0.67,0.78,0.4,29,17,11,"A",0.6,TRUE
"32","1",48,0.6,0.77,0.3,27,22,26,"A",0.75,TRUE
"33","0",5,0.18,0.87,0.017,18,13,17,"B",1,TRUE
"34","0",8,0.12,0.23,0.74,16,30,20,"B",0.05,TRUE
"35","0",12,0.13,0.14,0.36,21,25,13,"B",0.3,TRUE
"36","0",14,0.55,0.038,0.018,12,19,13,"B",0.05,TRUE
"37","0",17,0.029,0.61,0.1,29,21,23,"B",0.95,TRUE
"38","0",22,0.061,0.32,0.84,24,22,15,"B",0.05,TRUE
