"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.1,0.54,0.64,10,30,12,"A",0,TRUE
"2","0",6,0.41,0.25,0.83,16,17,10,"A",0.35,TRUE
"3","0",7,0.97,0.21,0.78,13,27,24,"A",0.1,TRUE
"4","0",10,0.96,0.21,0.081,13,28,25,"A",0.9,TRUE
"5","0",11,0.79,0.5,0.91,12,28,12,"A",0.1,TRUE
"6","0",14,0.11,0.26,0.83,24,23,16,"A",0,TRUE
"7","0",15,0.47,0.33,0.31,22,26,16,"A",0.6,TRUE
"8","0",16,0.64,0.035,0.056,18,26,25,"A",0.95,TRUE
"9","0",21,0.27,0.13,0.68,20,18,10,"A",0.4,TRUE
"10","0",22,0.65,0.71,0.67,23,18,20,"A",0.4,TRUE
"11","0",24,0.31,0.81,0.48,28,22,23,"A",0,TRUE
"12","0",27,0.68,0.41,0.82,24,30,16,"A",0.75,TRUE
"13","0",28,0.94,0.13,0.47,11,21,16,"A",0.75,TRUE
"14","0",33,0.67,0.58,0.64,17,11,29,"A",0.05,TRUE
"15","0",34,0.79,0.81,0.91,28,20,11,"A",0.9,TRUE
"16","0",36,0.41,0.74,0.91,19,17,15,"A",0.05,TRUE
"17","0",38,0.39,0.3,0.8,21,11,16,"A",0.05,TRUE
"18","0",42,0.043,0.71,0.63,19,19,25,"A",0,TRUE
"19","0",44,0.95,0.71,0.74,11,24,14,"A",0.05,TRUE
"20","0",45,0.93,0.16,0.59,24,18,28,"A",0.9,TRUE
"21","0",47,0.0079,0.25,0.55,25,28,21,"A",0,TRUE
"22","0",50,0.87,0.012,0.056,11,27,27,"A",0.95,TRUE
"23","1",1,0.1,0.54,0.64,10,30,12,"A",0,TRUE
"24","1",6,0.41,0.25,0.83,16,17,10,"A",0.55,TRUE
"25","1",7,0.97,0.21,0.78,13,27,24,"A",0.4,TRUE
"26","1",10,0.96,0.21,0.081,13,28,25,"A",0.15,TRUE
"27","1",11,0.79,0.5,0.91,12,28,12,"A",0.1,TRUE
"28","1",14,0.11,0.26,0.83,24,23,16,"A",0,TRUE
"29","1",15,0.47,0.33,0.31,22,26,16,"A",0.9,TRUE
"30","1",16,0.64,0.035,0.056,18,26,25,"A",0.5,TRUE
"31","1",21,0.27,0.13,0.68,20,18,10,"A",0.85,TRUE
"32","1",22,0.65,0.71,0.67,23,18,20,"A",0,TRUE
"33","1",24,0.31,0.81,0.48,28,22,23,"A",0.1,TRUE
"34","1",27,0.68,0.41,0.82,24,30,16,"A",0.4,TRUE
"35","1",28,0.94,0.13,0.47,11,21,16,"A",0.4,TRUE
"36","1",33,0.67,0.58,0.64,17,11,29,"A",0.55,TRUE
"37","1",34,0.79,0.81,0.91,28,20,11,"A",0.15,TRUE
"38","1",36,0.41,0.74,0.91,19,17,15,"A",0.15,TRUE
"39","1",38,0.39,0.3,0.8,21,11,16,"A",0.35,TRUE
"40","1",42,0.043,0.71,0.63,19,19,25,"A",0,TRUE
"41","1",44,0.95,0.71,0.74,11,24,14,"A",0.35,TRUE
"42","1",45,0.93,0.16,0.59,24,18,28,"A",0.55,TRUE
"43","1",47,0.0079,0.25,0.55,25,28,21,"A",0.05,TRUE
"44","1",50,0.87,0.012,0.056,11,27,27,"A",0.45,TRUE
"45","0",1,0.1,0.54,0.64,10,30,12,"B",0.95,TRUE
