"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.35,0.58,0.36,18,17,24,"A",0,TRUE
"2","0",4,0.76,0.43,0.29,10,24,28,"A",0.25,TRUE
"3","0",7,0.032,0.61,0.73,28,22,13,"A",0,TRUE
"4","0",11,0.72,0.6,0.64,20,26,24,"A",0.1,TRUE
"5","0",12,1,0.62,0.36,11,20,23,"A",0.55,TRUE
"6","0",13,0.96,0.42,0.2,11,18,27,"A",0.95,TRUE
"7","0",14,0.087,0.79,0.19,17,18,26,"A",0,TRUE
"8","0",16,0.034,0.5,0.97,25,18,14,"A",0,TRUE
"9","0",17,0.018,0.24,0.29,25,20,14,"A",0,TRUE
"10","0",18,0.7,0.22,0.69,11,17,12,"A",0.7,TRUE
"11","0",23,0.8,0.053,0.71,18,12,27,"A",0.3,TRUE
"12","0",24,0.52,0.053,0.49,21,15,27,"A",0.2,TRUE
"13","0",25,0.34,0.55,0.43,13,15,27,"A",0,TRUE
"14","0",27,0.67,0.99,0.19,23,22,26,"A",0,TRUE
"15","0",31,0.98,0.87,0.94,19,25,20,"A",0.15,TRUE
"16","0",33,0.6,0.57,0.54,11,25,29,"A",0,TRUE
"17","0",36,0.31,0.3,0.91,29,28,26,"A",0,TRUE
"18","0",37,0.71,0.88,0.91,13,27,17,"A",0,TRUE
"19","0",42,0.59,0.61,0.96,28,29,25,"A",0,TRUE
"20","0",44,0.87,0.76,0.24,17,27,11,"A",0.05,TRUE
"21","0",45,0.83,0.79,0.32,13,20,11,"A",0.25,TRUE
"22","0",46,0.049,0.45,0.9,15,20,11,"A",0,TRUE
"23","0",48,0.88,0.4,0.22,13,28,16,"A",0.5,TRUE
"24","1",1,0.35,0.58,0.36,18,17,24,"A",0,TRUE
"25","1",4,0.76,0.43,0.29,10,24,28,"A",0.5,TRUE
"26","1",7,0.032,0.61,0.73,28,22,13,"A",0.1,TRUE
"27","1",11,0.72,0.6,0.64,20,26,24,"A",0.25,TRUE
"28","1",12,1,0.62,0.36,11,20,23,"A",0.3,TRUE
"29","1",13,0.96,0.42,0.2,11,18,27,"A",0.5,TRUE
"30","1",14,0.087,0.79,0.19,17,18,26,"A",0.05,TRUE
"31","1",16,0.034,0.5,0.97,25,18,14,"A",0,TRUE
"32","1",17,0.018,0.24,0.29,25,20,14,"A",0.15,TRUE
"33","1",18,0.7,0.22,0.69,11,17,12,"A",0.95,TRUE
"34","1",23,0.8,0.053,0.71,18,12,27,"A",0.6,TRUE
"35","1",24,0.52,0.053,0.49,21,15,27,"A",0.55,TRUE
"36","1",25,0.34,0.55,0.43,13,15,27,"A",0,TRUE
"37","1",27,0.67,0.99,0.19,23,22,26,"A",0.25,TRUE
"38","1",31,0.98,0.87,0.94,19,25,20,"A",0.7,TRUE
"39","1",33,0.6,0.57,0.54,11,25,29,"A",0.2,TRUE
"40","1",36,0.31,0.3,0.91,29,28,26,"A",0.65,TRUE
"41","1",37,0.71,0.88,0.91,13,27,17,"A",0,TRUE
"42","1",42,0.59,0.61,0.96,28,29,25,"A",0.1,TRUE
"43","1",44,0.87,0.76,0.24,17,27,11,"A",0.3,TRUE
"44","1",45,0.83,0.79,0.32,13,20,11,"A",0.55,TRUE
"45","1",46,0.049,0.45,0.9,15,20,11,"A",0,TRUE
"46","1",48,0.88,0.4,0.22,13,28,16,"A",0.2,TRUE
"47","0",1,0.35,0.58,0.36,18,17,24,"B",0.7,TRUE
"48","0",4,0.76,0.43,0.29,10,24,28,"B",0.65,TRUE
"49","0",7,0.032,0.61,0.73,28,22,13,"B",0.85,TRUE
"50","0",11,0.72,0.6,0.64,20,26,24,"B",0.35,TRUE
"51","0",12,1,0.62,0.36,11,20,23,"B",0.4,TRUE
"52","0",13,0.96,0.42,0.2,11,18,27,"B",0,TRUE
"53","0",14,0.087,0.79,0.19,17,18,26,"B",1,TRUE
"54","0",16,0.034,0.5,0.97,25,18,14,"B",0.2,TRUE
"55","0",17,0.018,0.24,0.29,25,20,14,"B",0.7,TRUE
"56","0",18,0.7,0.22,0.69,11,17,12,"B",0,TRUE
"57","0",23,0.8,0.053,0.71,18,12,27,"B",0,TRUE
"58","0",24,0.52,0.053,0.49,21,15,27,"B",0,TRUE
"59","0",25,0.34,0.55,0.43,13,15,27,"B",0.4,TRUE
"60","0",27,0.67,0.99,0.19,23,22,26,"B",1,TRUE
"61","0",31,0.98,0.87,0.94,19,25,20,"B",0.85,TRUE
"62","0",33,0.6,0.57,0.54,11,25,29,"B",0.55,TRUE
"63","0",36,0.31,0.3,0.91,29,28,26,"B",0,TRUE
"64","0",37,0.71,0.88,0.91,13,27,17,"B",1,TRUE
"65","0",42,0.59,0.61,0.96,28,29,25,"B",0.3,TRUE
"66","0",44,0.87,0.76,0.24,17,27,11,"B",0.95,TRUE
"67","0",45,0.83,0.79,0.32,13,20,11,"B",0.75,TRUE
"68","0",46,0.049,0.45,0.9,15,20,11,"B",0.4,TRUE
"69","0",48,0.88,0.4,0.22,13,28,16,"B",0.5,TRUE
"70","1",1,0.35,0.58,0.36,18,17,24,"B",0.35,TRUE
"71","1",4,0.76,0.43,0.29,10,24,28,"B",0.45,TRUE
"72","1",7,0.032,0.61,0.73,28,22,13,"B",0.5,TRUE
"73","1",11,0.72,0.6,0.64,20,26,24,"B",0.05,TRUE
"74","1",12,1,0.62,0.36,11,20,23,"B",0.65,TRUE
"75","1",13,0.96,0.42,0.2,11,18,27,"B",0.3,TRUE
"76","1",14,0.087,0.79,0.19,17,18,26,"B",0.75,TRUE
"77","1",16,0.034,0.5,0.97,25,18,14,"B",0.55,TRUE
"78","1",17,0.018,0.24,0.29,25,20,14,"B",0.45,TRUE
"79","1",18,0.7,0.22,0.69,11,17,12,"B",0.05,TRUE
"80","1",23,0.8,0.053,0.71,18,12,27,"B",0,TRUE
"81","1",24,0.52,0.053,0.49,21,15,27,"B",0,TRUE
"82","1",25,0.34,0.55,0.43,13,15,27,"B",0.65,TRUE
"83","1",27,0.67,0.99,0.19,23,22,26,"B",0.7,TRUE
"84","1",31,0.98,0.87,0.94,19,25,20,"B",0.25,TRUE
"85","1",33,0.6,0.57,0.54,11,25,29,"B",0.65,TRUE
"86","1",36,0.31,0.3,0.91,29,28,26,"B",0.05,TRUE
"87","1",37,0.71,0.88,0.91,13,27,17,"B",0.7,TRUE
"88","1",42,0.59,0.61,0.96,28,29,25,"B",0.45,TRUE
"89","1",44,0.87,0.76,0.24,17,27,11,"B",0.7,TRUE
"90","1",45,0.83,0.79,0.32,13,20,11,"B",0.45,TRUE
"91","1",46,0.049,0.45,0.9,15,20,11,"B",0.8,TRUE
"92","1",48,0.88,0.4,0.22,13,28,16,"B",0.8,TRUE
"93","0",1,0.35,0.58,0.36,18,17,24,"C",0.3,TRUE
"94","0",4,0.76,0.43,0.29,10,24,28,"C",0.1,TRUE
"95","0",7,0.032,0.61,0.73,28,22,13,"C",0.15,TRUE
"96","0",11,0.72,0.6,0.64,20,26,24,"C",0.55,TRUE
"97","0",12,1,0.62,0.36,11,20,23,"C",0.05,TRUE
"98","0",13,0.96,0.42,0.2,11,18,27,"C",0.05,TRUE
"99","0",14,0.087,0.79,0.19,17,18,26,"C",0,TRUE
"100","0",16,0.034,0.5,0.97,25,18,14,"C",0.8,TRUE
"101","0",17,0.018,0.24,0.29,25,20,14,"C",0.3,TRUE
"102","0",18,0.7,0.22,0.69,11,17,12,"C",0.3,TRUE
"103","0",23,0.8,0.053,0.71,18,12,27,"C",0.7,TRUE
"104","0",24,0.52,0.053,0.49,21,15,27,"C",0.8,TRUE
"105","0",25,0.34,0.55,0.43,13,15,27,"C",0.6,TRUE
"106","0",27,0.67,0.99,0.19,23,22,26,"C",0,TRUE
"107","0",31,0.98,0.87,0.94,19,25,20,"C",0,TRUE
"108","0",33,0.6,0.57,0.54,11,25,29,"C",0.45,TRUE
"109","0",36,0.31,0.3,0.91,29,28,26,"C",1,TRUE
"110","0",37,0.71,0.88,0.91,13,27,17,"C",0,TRUE
"111","0",42,0.59,0.61,0.96,28,29,25,"C",0.7,TRUE
"112","0",44,0.87,0.76,0.24,17,27,11,"C",0,TRUE
"113","0",45,0.83,0.79,0.32,13,20,11,"C",0,TRUE
"114","0",46,0.049,0.45,0.9,15,20,11,"C",0.6,TRUE
"115","0",48,0.88,0.4,0.22,13,28,16,"C",0,TRUE
"116","1",1,0.35,0.58,0.36,18,17,24,"C",0.65,TRUE
"117","1",4,0.76,0.43,0.29,10,24,28,"C",0.05,TRUE
"118","1",7,0.032,0.61,0.73,28,22,13,"C",0.4,TRUE
"119","1",11,0.72,0.6,0.64,20,26,24,"C",0.7,TRUE
"120","1",12,1,0.62,0.36,11,20,23,"C",0.05,TRUE
"121","1",13,0.96,0.42,0.2,11,18,27,"C",0.2,TRUE
"122","1",14,0.087,0.79,0.19,17,18,26,"C",0.2,TRUE
"123","1",16,0.034,0.5,0.97,25,18,14,"C",0.45,TRUE
"124","1",17,0.018,0.24,0.29,25,20,14,"C",0.4,TRUE
"125","1",18,0.7,0.22,0.69,11,17,12,"C",0,TRUE
"126","1",23,0.8,0.053,0.71,18,12,27,"C",0.4,TRUE
"127","1",24,0.52,0.053,0.49,21,15,27,"C",0.45,TRUE
"128","1",25,0.34,0.55,0.43,13,15,27,"C",0.35,TRUE
"129","1",27,0.67,0.99,0.19,23,22,26,"C",0.05,TRUE
"130","1",31,0.98,0.87,0.94,19,25,20,"C",0.05,TRUE
"131","1",33,0.6,0.57,0.54,11,25,29,"C",0.15,TRUE
"132","1",36,0.31,0.3,0.91,29,28,26,"C",0.3,TRUE
"133","1",37,0.71,0.88,0.91,13,27,17,"C",0.3,TRUE
"134","1",42,0.59,0.61,0.96,28,29,25,"C",0.45,TRUE
"135","1",44,0.87,0.76,0.24,17,27,11,"C",0,TRUE
"136","1",45,0.83,0.79,0.32,13,20,11,"C",0,TRUE
"137","1",46,0.049,0.45,0.9,15,20,11,"C",0.2,TRUE
"138","1",48,0.88,0.4,0.22,13,28,16,"C",0,TRUE
