"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",8,0.089,0.17,0.87,25,25,17,"A",0,TRUE
"2","0",10,0.73,0.25,0.03,17,30,25,"A",0.8,TRUE
"3","0",11,0.73,0.47,0.41,24,27,26,"A",0.8,TRUE
"4","0",12,0.73,0.13,0.58,22,21,30,"A",0.25,TRUE
"5","0",13,0.056,0.75,0.37,13,14,22,"A",0,TRUE
"6","0",17,0.65,0.73,0.76,25,11,18,"A",0.65,TRUE
"7","0",18,0.55,0.55,0.58,26,12,14,"A",0.85,TRUE
"8","0",20,0.028,0.5,0.97,17,20,18,"A",0,TRUE
"9","0",24,0.5,0.43,0.74,20,28,12,"A",0.3,TRUE
"10","0",26,0.91,0.87,0.96,16,26,13,"A",0,TRUE
"11","0",27,0.4,0.41,0.96,30,27,24,"A",0.1,TRUE
"12","0",34,0.69,0.17,0.25,12,29,19,"A",0.75,TRUE
"13","0",35,0.85,0.06,0.32,22,24,26,"A",0.95,TRUE
"14","0",40,0.9,0.96,0.32,27,15,30,"A",1,TRUE
"15","0",47,0.74,0.028,0.21,12,19,27,"A",0.7,TRUE
"16","0",48,0.74,0.27,0.45,12,27,15,"A",0.65,TRUE
"17","0",49,0.78,0.7,0.14,19,30,15,"A",0.1,TRUE
"18","0",50,0.17,0.4,0.89,28,30,25,"A",0,TRUE
"19","1",8,0.089,0.17,0.87,25,25,17,"A",0,TRUE
"20","1",10,0.73,0.25,0.03,17,30,25,"A",0.35,TRUE
"21","1",11,0.73,0.47,0.41,24,27,26,"A",0.5,TRUE
"22","1",12,0.73,0.13,0.58,22,21,30,"A",0.75,TRUE
"23","1",13,0.056,0.75,0.37,13,14,22,"A",0,TRUE
"24","1",17,0.65,0.73,0.76,25,11,18,"A",0.05,TRUE
"25","1",18,0.55,0.55,0.58,26,12,14,"A",0.15,TRUE
"26","1",20,0.028,0.5,0.97,17,20,18,"A",0,TRUE
"27","1",24,0.5,0.43,0.74,20,28,12,"A",0.6,TRUE
"28","1",26,0.91,0.87,0.96,16,26,13,"A",0.4,TRUE
"29","1",27,0.4,0.41,0.96,30,27,24,"A",0.3,TRUE
