"attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","rowname","choice","oraclechoice"
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,0,1,2.92900152504444,3,3,0.5,0.1,7.34219198964271,3.68016487239293,4.22243256179926,1,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,1,1,0.0447289785370231,3,3,0.5,0.1,6.66948061448862,0.28362050500098,0.62630686048929,2,2,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,2,1,1.46869805990718,3,3,0.5,0.1,7.00159908923726,1.96049884596246,2.40171876377379,3,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,3,1,1.38687478960492,3,3,0.5,0.1,6.98251509360332,1.86414305316359,2.29970109361446,4,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,4,1,4.06787107465789,3,3,0.5,0.1,7.60781546609582,5.0213075319581,5.64238091680597,5,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,5,1,1.30213885684498,3,3,0.5,0.1,6.96275176509231,1.76435728379169,2.19405190106798,6,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,6,1,3.62202946329489,3,3,0.5,0.1,7.50382989654759,4.49628058342731,5.08650332497528,7,3,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,7,1,4.53046075650491,3,3,0.5,0.1,7.71570726064354,5.56605715355461,6.21914008821827,8,1,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,8,1,4.74520110525191,3,3,0.5,0.1,7.76579208202479,5.81893725078108,6.48687944876256,9,3,1
6.65904828114435,0.230947271920741,0.570538542233407,0.23323433008045,1.17760867346078,1.24680509325117,9,1,0.365722347050905,3,3,0.5,0.1,6.74434728775422,0.661625079886321,1.02652302725225,10,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,0,1,2.92900152504444,3,3,0.5,0.1,28.0870236009612,22.0945512890543,18.1485200196134,11,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,1,1,0.0447289785370231,3,3,0.5,0.1,8.48945742369146,6.48565807110383,4.86871401178235,12,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,2,1,1.46869805990718,3,3,0.5,0.1,18.1648011564915,14.1917888123489,11.4249713892772,13,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,3,1,1.38687478960492,3,3,0.5,0.1,17.608842269551,13.7489836792355,11.0482396002317,14,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,4,1,4.06787107465789,3,3,0.5,0.1,35.8252213634622,28.2578014335725,23.3921183423191,15,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,5,1,1.30213885684498,3,3,0.5,0.1,17.0330929174773,13.2904160144789,10.658097291972,16,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,6,1,3.62202946329489,3,3,0.5,0.1,32.7958923585292,25.8450287182094,21.3393684673849,17,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,7,1,4.53046075650491,3,3,0.5,0.1,38.9683473187041,30.7612101202513,25.5219799060577,18,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,8,1,4.74520110525191,3,3,0.5,0.1,40.427428639086,31.9233260850675,26.5106902749399,19,1,1
8.18554054247215,6.24359708745033,4.66277225408703,6.79463048698381,5.4117261688225,4.60421329597011,9,1,0.365722347050905,3,3,0.5,0.1,10.6704887515155,8.22278628350889,6.3466359470122,20,1,1
