"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.27,0.82,0.47,28,25,28,"A",0,TRUE
"2","0",2,0.59,0.11,0.66,26,28,12,"A",1,TRUE
"3","0",3,0.11,0.67,0.3,27,14,18,"A",0,TRUE
"4","0",4,0.74,0.46,0.11,21,23,23,"A",0.85,TRUE
"5","0",10,0.74,0.17,0.11,17,22,17,"A",1,TRUE
"6","0",16,0.73,0.094,0.6,13,30,23,"A",0.15,TRUE
"7","0",27,0.16,0.59,0.3,27,15,17,"A",0.15,TRUE
"8","0",28,0.42,0.2,0.91,22,13,14,"A",0.15,TRUE
"9","0",31,0.032,0.25,0.45,30,29,21,"A",0.1,TRUE
"10","0",32,0.21,0.25,0.82,24,20,15,"A",0,TRUE
"11","0",33,0.78,0.54,0.85,13,22,15,"A",0,TRUE
"12","0",34,0.38,0.9,0.59,26,12,23,"A",0,TRUE
"13","0",36,0.0087,0.67,0.78,20,26,19,"A",0,TRUE
"14","0",37,0.99,0.82,0.78,14,24,28,"A",0,TRUE
"15","0",38,0.2,0.66,0.096,24,22,28,"A",0,TRUE
"16","0",39,0.27,0.82,0.78,25,16,19,"A",0,TRUE
"17","0",40,0.36,0.35,0.42,27,10,17,"A",0.7,TRUE
"18","0",43,0.3,0.83,0.65,17,11,19,"A",0,TRUE
"19","0",45,0.49,0.31,0.11,21,28,23,"A",0.55,TRUE
"20","0",47,0.74,0.62,0.017,12,28,12,"A",0,TRUE
"21","0",48,0.8,0.44,0.58,14,29,12,"A",0.6,TRUE
"22","1",1,0.27,0.82,0.47,28,25,28,"A",0.05,TRUE
"23","1",2,0.59,0.11,0.66,26,28,12,"A",0.55,TRUE
"24","1",3,0.11,0.67,0.3,27,14,18,"A",0.1,TRUE
"25","1",4,0.74,0.46,0.11,21,23,23,"A",0.45,TRUE
"26","1",10,0.74,0.17,0.11,17,22,17,"A",0.65,TRUE
"27","1",16,0.73,0.094,0.6,13,30,23,"A",0.5,TRUE
"28","1",27,0.16,0.59,0.3,27,15,17,"A",0.05,TRUE
"29","1",28,0.42,0.2,0.91,22,13,14,"A",0.5,TRUE
"30","1",31,0.032,0.25,0.45,30,29,21,"A",0,TRUE
"31","1",32,0.21,0.25,0.82,24,20,15,"A",0.15,TRUE
"32","1",33,0.78,0.54,0.85,13,22,15,"A",0,TRUE
"33","1",34,0.38,0.9,0.59,26,12,23,"A",0.05,TRUE
"34","1",36,0.0087,0.67,0.78,20,26,19,"A",0,TRUE
"35","1",37,0.99,0.82,0.78,14,24,28,"A",0.25,TRUE
"36","1",38,0.2,0.66,0.096,24,22,28,"A",0.3,TRUE
"37","1",39,0.27,0.82,0.78,25,16,19,"A",0,TRUE
"38","1",40,0.36,0.35,0.42,27,10,17,"A",0.4,TRUE
"39","1",43,0.3,0.83,0.65,17,11,19,"A",0.05,TRUE
"40","1",45,0.49,0.31,0.11,21,28,23,"A",0.3,TRUE
"41","1",47,0.74,0.62,0.017,12,28,12,"A",0.5,TRUE
"42","1",48,0.8,0.44,0.58,14,29,12,"A",0.9,TRUE
"43","0",1,0.27,0.82,0.47,28,25,28,"B",0.95,TRUE
"44","0",2,0.59,0.11,0.66,26,28,12,"B",0,TRUE
"45","0",3,0.11,0.67,0.3,27,14,18,"B",0.8,TRUE
"46","0",4,0.74,0.46,0.11,21,23,23,"B",0.15,TRUE
"47","0",10,0.74,0.17,0.11,17,22,17,"B",0,TRUE
"48","0",16,0.73,0.094,0.6,13,30,23,"B",0,TRUE
"49","0",27,0.16,0.59,0.3,27,15,17,"B",0.65,TRUE
"50","0",28,0.42,0.2,0.91,22,13,14,"B",0,TRUE
"51","0",31,0.032,0.25,0.45,30,29,21,"B",0.25,TRUE
"52","0",32,0.21,0.25,0.82,24,20,15,"B",0.05,TRUE
"53","0",33,0.78,0.54,0.85,13,22,15,"B",0.3,TRUE
"54","0",34,0.38,0.9,0.59,26,12,23,"B",0.2,TRUE
"55","0",36,0.0087,0.67,0.78,20,26,19,"B",0.8,TRUE
"56","0",37,0.99,0.82,0.78,14,24,28,"B",0.2,TRUE
"57","0",38,0.2,0.66,0.096,24,22,28,"B",1,TRUE
"58","0",39,0.27,0.82,0.78,25,16,19,"B",0.45,TRUE
"59","0",40,0.36,0.35,0.42,27,10,17,"B",0,TRUE
"60","0",43,0.3,0.83,0.65,17,11,19,"B",0.1,TRUE
"61","0",45,0.49,0.31,0.11,21,28,23,"B",0.45,TRUE
