"","attributeA_option1","attributeA_option2","attributeB_option1","attributeB_option2","trialid","ppntid","calcsd","Bweight","toleranceA","toleranceB","orderr","value1","value2","oraclechoice","rowname"
"1",0.734901828225702,0.216506533091888,0.105534944916144,0.530719078611583,1,"0",0.5,0,0.01,0.01,0.1,0.734901828225702,0.216506533091888,1,1
"2",0.625554658938199,0.0960118849761784,0.496322168037295,0.452608379535377,2,"0",0.5,0,0.01,0.01,0.1,0.625554658938199,0.0960118849761784,1,2
"3",0.770827420987189,0.195104078855366,0.224221831420437,0.816597234690562,3,"0",0.5,0,0.01,0.01,0.1,0.770827420987189,0.195104078855366,1,3
"4",0.605212480993941,0.729621764039621,0.573946646647528,0.117433432955295,4,"0",0.5,0,0.01,0.01,0.1,0.605212480993941,0.729621764039621,2,4
"5",0.621111109154299,0.15861005242914,0.548635617829859,0.000686341663822532,5,"0",0.5,0,0.01,0.01,0.1,0.621111109154299,0.15861005242914,1,5
"6",0.0884819810744375,0.668912513647228,0.151836856734008,0.675741547252983,6,"0",0.5,0,0.01,0.01,0.1,0.0884819810744375,0.668912513647228,2,6
"7",0.0864892255049199,0.34496199619025,0.794272310798988,0.0667888107709587,7,"0",0.5,0,0.01,0.01,0.1,0.0864892255049199,0.34496199619025,2,7
"8",0.571318273199722,0.315398147096857,0.133912867866457,0.422737874789163,8,"0",0.5,0,0.01,0.01,0.1,0.571318273199722,0.315398147096857,1,8
"9",0.159824767382815,0.856306124245748,0.434402437647805,0.545644854195416,9,"0",0.5,0,0.01,0.01,0.1,0.159824767382815,0.856306124245748,2,9
"10",0.927515358198434,0.243950425414369,0.976994158700109,0.350910608423874,10,"0",0.5,0,0.01,0.01,0.1,0.927515358198434,0.243950425414369,1,10
"11",0.454460512613878,0.798557137139142,0.0669086896814406,0.362620993517339,11,"0",0.5,0,0.01,0.01,0.1,0.454460512613878,0.798557137139142,2,11
"12",0.0146789948921651,0.914200352272019,0.171021191868931,0.365290679968894,12,"0",0.5,0,0.01,0.01,0.1,0.0146789948921651,0.914200352272019,2,12
"13",0.910249870270491,0.808934828033671,0.916653883876279,0.592433982528746,13,"0",0.5,0,0.01,0.01,0.1,0.910249870270491,0.808934828033671,1,13
"14",0.361666688462719,0.678021179744974,0.588607971556485,0.713418645085767,14,"0",0.5,0,0.01,0.01,0.1,0.361666688462719,0.678021179744974,2,14
"15",0.181806186214089,0.502431663684547,0.326788136735559,0.489828043850139,15,"0",0.5,0,0.01,0.01,0.1,0.181806186214089,0.502431663684547,2,15
"16",0.795797401340678,0.677655261941254,0.569679972017184,0.992526814574376,16,"0",0.5,0,0.01,0.01,0.1,0.795797401340678,0.677655261941254,1,16
"17",0.323734873207286,0.650799266295508,0.331764236791059,0.0934021656867117,17,"0",0.5,0,0.01,0.01,0.1,0.323734873207286,0.650799266295508,2,17
"18",0.717278928728774,0.417806920595467,0.854604514315724,0.577002863399684,18,"0",0.5,0,0.01,0.01,0.1,0.717278928728774,0.417806920595467,1,18
"19",0.299546318128705,0.342529193498194,0.530834833858535,0.0659103132784367,19,"0",0.5,0,0.01,0.01,0.1,0.299546318128705,0.342529193498194,2,19
"20",0.141234117792919,0.774348347913474,0.529837545007467,0.285051280399784,20,"0",0.5,0,0.01,0.01,0.1,0.141234117792919,0.774348347913474,2,20
"21",0.343035717261955,0.0499297473579645,0.0913155283778906,0.697752707405016,21,"0",0.5,0,0.01,0.01,0.1,0.343035717261955,0.0499297473579645,1,21
"22",0.992178386310115,0.809843439375982,0.578094827011228,0.712644401704893,22,"0",0.5,0,0.01,0.01,0.1,0.992178386310115,0.809843439375982,1,22
"23",0.391120470594615,0.618934196420014,0.489115194883198,0.0290056529920548,23,"0",0.5,0,0.01,0.01,0.1,0.391120470594615,0.618934196420014,2,23
"24",0.622515420429409,0.742283401079476,0.961837373208255,0.847464611055329,24,"0",0.5,0,0.01,0.01,0.1,0.622515420429409,0.742283401079476,2,24
"25",0.425086508039385,0.400435282383114,0.956980088027194,0.626446596579626,25,"0",0.5,0,0.01,0.01,0.1,0.425086508039385,0.400435282383114,1,25
"26",0.33709568856284,0.460136014269665,0.625098193064332,0.730055717751384,26,"0",0.5,0,0.01,0.01,0.1,0.33709568856284,0.460136014269665,2,26
"27",0.672618916025385,0.800696512451395,0.114907369250432,0.337896821089089,27,"0",0.5,0,0.01,0.01,0.1,0.672618916025385,0.800696512451395,2,27
"28",0.386320655234158,0.458840165985748,0.869390841806307,0.115979991620407,28,"0",0.5,0,0.01,0.01,0.1,0.386320655234158,0.458840165985748,2,28
"29",0.731774625135586,0.906254638917744,0.337732856627554,0.49144854885526,29,"0",0.5,0,0.01,0.01,0.1,0.731774625135586,0.906254638917744,2,29
"30",0.104067768901587,0.0467981470283121,0.316481545800343,0.66921252803877,30,"0",0.5,0,0.01,0.01,0.1,0.104067768901587,0.0467981470283121,1,30
"31",0.0203931757714599,0.598015760537237,0.737784685334191,0.440321133937687,31,"0",0.5,0,0.01,0.01,0.1,0.0203931757714599,0.598015760537237,2,31
"32",0.839592872420326,0.596492644865066,0.70326517126523,0.369356750743464,32,"0",0.5,0,0.01,0.01,0.1,0.839592872420326,0.596492644865066,1,32
"33",0.856919576879591,0.412802480626851,0.867391563486308,0.444700778229162,33,"0",0.5,0,0.01,0.01,0.1,0.856919576879591,0.412802480626851,1,33
"34",0.629190255189314,0.123323309235275,0.883988556684926,0.346833095187321,34,"0",0.5,0,0.01,0.01,0.1,0.629190255189314,0.123323309235275,1,34
"35",0.191284696105868,0.179873404093087,0.822843792615458,0.764284435659647,35,"0",0.5,0,0.01,0.01,0.1,0.191284696105868,0.179873404093087,1,35
"36",0.685003215214238,0.0234378122258931,0.295346269616857,0.727161065908149,36,"0",0.5,0,0.01,0.01,0.1,0.685003215214238,0.0234378122258931,1,36
"37",0.917209200095385,0.792405967833474,0.970683354418725,0.457309817196801,37,"0",0.5,0,0.01,0.01,0.1,0.917209200095385,0.792405967833474,1,37
"38",0.346934690605849,0.752205330878496,0.500216271029785,0.21311608585529,38,"0",0.5,0,0.01,0.01,0.1,0.346934690605849,0.752205330878496,2,38
"39",0.74108421173878,0.386751702288166,0.507378364214674,0.95089676277712,39,"0",0.5,0,0.01,0.01,0.1,0.74108421173878,0.386751702288166,1,39
"40",0.539063989417627,0.623158866306767,0.95471290149726,0.149694431573153,40,"0",0.5,0,0.01,0.01,0.1,0.539063989417627,0.623158866306767,2,40
"41",0.498927168315277,0.700459715444595,0.0113266040571034,0.225231649819762,41,"0",0.5,0,0.01,0.01,0.1,0.498927168315277,0.700459715444595,2,41
"42",0.438618178013712,0.734974956139922,0.606225716415793,0.285075408872217,42,"0",0.5,0,0.01,0.01,0.1,0.438618178013712,0.734974956139922,2,42
"43",0.598417700268328,0.885529160499573,0.327951005427167,0.29542972962372,43,"0",0.5,0,0.01,0.01,0.1,0.598417700268328,0.885529160499573,2,43
"44",0.318748554214835,0.0102936730254441,0.408590736798942,0.358403874794021,44,"0",0.5,0,0.01,0.01,0.1,0.318748554214835,0.0102936730254441,1,44
"45",0.42094680131413,0.653698767069727,0.913855855586007,0.667001181049272,45,"0",0.5,0,0.01,0.01,0.1,0.42094680131413,0.653698767069727,2,45
"46",0.314862895291299,0.700842513469979,0.530985369812697,0.979258041130379,46,"0",0.5,0,0.01,0.01,0.1,0.314862895291299,0.700842513469979,2,46
"47",0.741482031531632,0.913262793794274,0.1722342367284,0.306685536634177,47,"0",0.5,0,0.01,0.01,0.1,0.741482031531632,0.913262793794274,2,47
"48",0.0718352550175041,0.541009713429958,0.458284667693079,0.307959631551057,48,"0",0.5,0,0.01,0.01,0.1,0.0718352550175041,0.541009713429958,2,48
"49",0.321473184041679,0.744301272090524,0.112475354690105,0.0384595773648471,49,"0",0.5,0,0.01,0.01,0.1,0.321473184041679,0.744301272090524,2,49
"50",0.500002172077075,0.334821433061734,0.242694003740326,0.594968982506543,50,"0",0.5,0,0.01,0.01,0.1,0.500002172077075,0.334821433061734,1,50
"51",0.332799977390096,0.937269094865769,0.616072955774143,0.845774239627644,51,"0",0.5,0,0.01,0.01,0.1,0.332799977390096,0.937269094865769,2,51
"52",0.923799090320244,0.84530875319615,0.728529705433175,0.550489887595177,52,"0",0.5,0,0.01,0.01,0.1,0.923799090320244,0.84530875319615,1,52
"53",0.207256659399718,0.549126568716019,0.968505310127512,0.937186955939978,53,"0",0.5,0,0.01,0.01,0.1,0.207256659399718,0.549126568716019,2,53
"54",0.0237164674326777,0.210921467281878,0.534799052635208,0.97492552921176,54,"0",0.5,0,0.01,0.01,0.1,0.0237164674326777,0.210921467281878,2,54
"55",0.0641918675974011,0.30183631228283,0.373050609603524,0.769672077614814,55,"0",0.5,0,0.01,0.01,0.1,0.0641918675974011,0.30183631228283,2,55
"56",0.329123333562165,0.401108689373359,0.2194988373667,0.0392085367348045,56,"0",0.5,0,0.01,0.01,0.1,0.329123333562165,0.401108689373359,2,56
"57",0.847293257247657,0.0840619369409978,0.751843686681241,0.42956713703461,57,"0",0.5,0,0.01,0.01,0.1,0.847293257247657,0.0840619369409978,1,57
"58",0.387431740527973,0.249602845869958,0.931326945545152,0.256285598501563,58,"0",0.5,0,0.01,0.01,0.1,0.387431740527973,0.249602845869958,1,58
"59",0.0158072393387556,0.167484011966735,0.0457082223147154,0.0892756877001375,59,"0",0.5,0,0.01,0.01,0.1,0.0158072393387556,0.167484011966735,2,59
"60",0.37319999281317,0.198263880098239,0.237650852883235,0.896416104398668,60,"0",0.5,0,0.01,0.01,0.1,0.37319999281317,0.198263880098239,1,60
"61",0.376814890187234,0.461493583163247,0.545174198225141,0.963321823626757,61,"0",0.5,0,0.01,0.01,0.1,0.376814890187234,0.461493583163247,2,61
"62",0.890161999501288,0.0924638162832707,0.522207606816664,0.0524520254693925,62,"0",0.5,0,0.01,0.01,0.1,0.890161999501288,0.0924638162832707,1,62
"63",0.220611515687779,0.199193002423272,0.871775869512931,0.562933773268014,63,"0",0.5,0,0.01,0.01,0.1,0.220611515687779,0.199193002423272,1,63
"64",0.138664181809872,0.811413371004164,0.159023885382339,0.980465723434463,64,"0",0.5,0,0.01,0.01,0.1,0.138664181809872,0.811413371004164,2,64
"65",0.865952827967703,0.0739336153492332,0.692469647852704,0.865593731403351,65,"0",0.5,0,0.01,0.01,0.1,0.865952827967703,0.0739336153492332,1,65
"66",0.138438755646348,0.658420272171497,0.347756570670754,0.732515799114481,66,"0",0.5,0,0.01,0.01,0.1,0.138438755646348,0.658420272171497,2,66
"67",0.855165749089792,0.324863511603326,0.87212450010702,0.586064532632008,67,"0",0.5,0,0.01,0.01,0.1,0.855165749089792,0.324863511603326,1,67
"68",0.622844315133989,0.84672264335677,0.479615599615499,0.378095855703577,68,"0",0.5,0,0.01,0.01,0.1,0.622844315133989,0.84672264335677,2,68
"69",0.308786936104298,0.935773877659813,0.350122232921422,0.661199137335643,69,"0",0.5,0,0.01,0.01,0.1,0.308786936104298,0.935773877659813,2,69
"70",0.0388866981957108,0.331291234353557,0.275627349503338,0.978099666768685,70,"0",0.5,0,0.01,0.01,0.1,0.0388866981957108,0.331291234353557,2,70
"71",0.437866842607036,0.335968827363104,0.341794257750735,0.134581829654053,71,"0",0.5,0,0.01,0.01,0.1,0.437866842607036,0.335968827363104,1,71
"72",0.761275582946837,0.528707799734548,0.666167034534737,0.244181096553802,72,"0",0.5,0,0.01,0.01,0.1,0.761275582946837,0.528707799734548,1,72
"73",0.311233011772856,0.978945189155638,0.856082091573626,0.200801889412105,73,"0",0.5,0,0.01,0.01,0.1,0.311233011772856,0.978945189155638,2,73
"74",0.324136618990451,0.748655521776527,0.354585960041732,0.833271742099896,74,"0",0.5,0,0.01,0.01,0.1,0.324136618990451,0.748655521776527,2,74
"75",0.475452054524794,0.996807077899575,0.176917565288022,0.127816571155563,75,"0",0.5,0,0.01,0.01,0.1,0.475452054524794,0.996807077899575,2,75
"76",0.899021280696616,0.679875114932656,0.229704062454402,0.515788299031556,76,"0",0.5,0,0.01,0.01,0.1,0.899021280696616,0.679875114932656,1,76
"77",0.837137874215841,0.0394807823468,0.926438340451568,0.265090452507138,77,"0",0.5,0,0.01,0.01,0.1,0.837137874215841,0.0394807823468,1,77
"78",0.629086199915037,0.478931749472395,0.448220587801188,0.417184164281934,78,"0",0.5,0,0.01,0.01,0.1,0.629086199915037,0.478931749472395,1,78
"79",0.723254719516262,0.761784926056862,0.492455369094387,0.152837100438774,79,"0",0.5,0,0.01,0.01,0.1,0.723254719516262,0.761784926056862,2,79
"80",0.632214637473226,0.779639292042702,0.408775954972953,0.687261021696031,80,"0",0.5,0,0.01,0.01,0.1,0.632214637473226,0.779639292042702,2,80
"81",0.256126225925982,0.112543117720634,0.995575638022274,0.167927163885906,81,"0",0.5,0,0.01,0.01,0.1,0.256126225925982,0.112543117720634,1,81
"82",0.297698756679893,0.336932912701741,0.227692713961005,0.483205187600106,82,"0",0.5,0,0.01,0.01,0.1,0.297698756679893,0.336932912701741,2,82
"83",0.269098358228803,0.256975343916565,0.644879801431671,0.930424538673833,83,"0",0.5,0,0.01,0.01,0.1,0.269098358228803,0.256975343916565,1,83
"84",0.64584993198514,0.226591478800401,0.777336647035554,0.233380421064794,84,"0",0.5,0,0.01,0.01,0.1,0.64584993198514,0.226591478800401,1,84
"85",0.441442483803257,0.811683176085353,0.701255703810602,0.20706234104,85,"0",0.5,0,0.01,0.01,0.1,0.441442483803257,0.811683176085353,2,85
"86",0.346506926929578,0.0255481519270688,0.525656268233433,0.670357636874542,86,"0",0.5,0,0.01,0.01,0.1,0.346506926929578,0.0255481519270688,1,86
"87",0.513676122296602,0.153486192692071,0.681576601229608,0.264018408488482,87,"0",0.5,0,0.01,0.01,0.1,0.513676122296602,0.153486192692071,1,87
"88",0.407443563221022,0.789775991579518,0.215217078803107,0.32519277674146,88,"0",0.5,0,0.01,0.01,0.1,0.407443563221022,0.789775991579518,2,88
"89",0.251660442678258,0.0928909792564809,0.10776255861856,0.0229992750100791,89,"0",0.5,0,0.01,0.01,0.1,0.251660442678258,0.0928909792564809,1,89
"90",0.867261044448242,0.0632018225733191,0.576706275809556,0.744029398774728,90,"0",0.5,0,0.01,0.01,0.1,0.867261044448242,0.0632018225733191,1,90
"91",0.517132473643869,0.948990271426737,0.225126676959917,0.466565635520965,91,"0",0.5,0,0.01,0.01,0.1,0.517132473643869,0.948990271426737,2,91
"92",0.0705815576948225,0.644348184112459,0.833448241697624,0.714115213835612,92,"0",0.5,0,0.01,0.01,0.1,0.0705815576948225,0.644348184112459,2,92
"93",0.811584354145452,0.436828023288399,0.977332616923377,0.149264898151159,93,"0",0.5,0,0.01,0.01,0.1,0.811584354145452,0.436828023288399,1,93
"94",0.131460688775405,0.692655751015991,0.658091774443164,0.53850253415294,94,"0",0.5,0,0.01,0.01,0.1,0.131460688775405,0.692655751015991,2,94
"95",0.739549032179639,0.563851952785626,0.553506053285673,0.87415898963809,95,"0",0.5,0,0.01,0.01,0.1,0.739549032179639,0.563851952785626,1,95
"96",0.355876683490351,0.839824508875608,0.290842751273885,0.376677714753896,96,"0",0.5,0,0.01,0.01,0.1,0.355876683490351,0.839824508875608,2,96
