"attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","rowname","choice","oraclechoice"
5.73326334822923,1.68051920365542,9.43839338840917,9.43474958650768,1.29158976720646,8.33448815625161,0,1,2,3,3,1.33197016967461,0.1,24.6027625212446,4.26369873806834,26.1073697009124,1,3,3
5.73326334822923,1.68051920365542,9.43839338840917,9.43474958650768,1.29158976720646,8.33448815625161,1,1,2,3,3,3.6606831618119,0.1,24.6027625212446,4.26369873806834,26.1073697009124,2,3,3
4.68018515501171,5.4998374171555,5.5267406697385,2.3889475944452,7.60513313114643,1.80820100707933,0,1,2,3,3,1.33197016967461,0.1,9.45808034390211,20.7101036794484,9.14314268389717,3,2,2
4.68018515501171,5.4998374171555,5.5267406697385,2.3889475944452,7.60513313114643,1.80820100707933,1,1,2,3,3,3.6606831618119,0.1,9.45808034390211,20.7101036794484,9.14314268389717,4,2,2
4.05282181221992,8.53548452956602,9.76398489437997,2.25825461093336,4.44809229113162,0.749794247094542,0,1,2,3,3,1.33197016967461,0.1,8.56933103408664,17.4316691118293,11.2635733885691,5,2,2
4.05282181221992,8.53548452956602,9.76398489437997,2.25825461093336,4.44809229113162,0.749794247094542,1,1,2,3,3,3.6606831618119,0.1,8.56933103408664,17.4316691118293,11.2635733885691,6,2,2
6.61898758495227,3.87549542589113,8.36889176862314,1.50501440744847,3.4727224893868,4.88773231394589,0,1,2,3,3,1.33197016967461,0.1,9.62901639984921,10.8209404046647,18.1443563965149,7,3,3
6.61898758495227,3.87549542589113,8.36889176862314,1.50501440744847,3.4727224893868,4.88773231394589,1,1,2,3,3,3.6606831618119,0.1,9.62901639984921,10.8209404046647,18.1443563965149,8,3,3
1.49246862856671,3.57062590075657,9.62644048267975,1.32372003281489,0.104145254008472,1.64642242016271,0,1,2,3,3,1.33197016967461,0.1,4.13990869419649,3.77891640877351,12.9192853230052,9,3,3
1.49246862856671,3.57062590075657,9.62644048267975,1.32372003281489,0.104145254008472,1.64642242016271,1,1,2,3,3,3.6606831618119,0.1,4.13990869419649,3.77891640877351,12.9192853230052,10,1,3
