"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","oraclechoice"
"1",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,0,0.216754862863576,1.34370862619937,3,3,4,0.1,13.663228054558,18.2110333794127,10.2002243798876,2
"2",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,1,-0.542492572263425,0.181535384597938,3,3,4,0.1,1.19372179553245,-2.08438704013411,-2.42297002658608,1
"3",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,2,0.891144645072327,1.29251233641714,3,3,NA,0.1,13.9212966478759,22.9431369841757,14.3496607981991,2
"4",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,3,0.595980577187475,-1.68804857586479,3,3,NA,0.1,-16.1741930978678,-15.9763677516442,-7.04202977306211,3
"5",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,4,1.63561800111297,-0.820993577630954,3,3,NA,0.1,-6.33141559264754,2.9264095183841,5.52132564342632,3
"6",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,5,0.689275441919723,-0.862146144099767,3,3,NA,0.1,-7.8217198759639,-5.10046244423687,-1.03798234002818,3
"7",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,6,-1.28124663010116,0.0988436891379549,3,3,NA,0.1,-0.474540431823066,-8.97097606348919,-7.87306535535969,1
"8",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,7,-0.213144519278363,-0.375655144198359,3,3,NA,0.1,-3.99377261696377,-6.30368993465759,-3.86573049320489,3
"9",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,8,1.89653987190927,0.723904155284259,3,3,NA,0.1,9.39092318664373,23.9572210969976,17.3266614396003,2
"10",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,9,1.77686321368272,-1.79738201857254,3,3,NA,0.1,-15.9188634889159,-7.93184032577068,0.0954612271376085,3
"11",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,10,0.566604498180317,-0.663743141576223,3,3,NA,0.1,-5.98072646703809,-3.64096526903049,-0.560129143329064,3
"12",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,11,0.01571945400457,-0.62372648872918,3,3,NA,0.1,-6.20954297807485,-7.52858603226871,-3.96141463487924,3
"13",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,12,0.383057338517151,-0.0796324318381617,3,3,NA,0.1,-0.358148305819538,2.06754867678587,2.02736440160205,2
"14",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,13,-0.0451371159133086,0.435624762829408,3,3,NA,0.1,4.29792411785908,4.98663213127598,2.53966641471037,2
"15",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,14,0.0343519073969926,1.97090096972424,3,3,NA,0.1,19.7172513276098,24.4572816293428,13.0761624637427,2
"16",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,15,0.169026774218306,-0.596758672509127,3,3,NA,0.1,-5.7654215848846,-5.97912642947957,-2.76647021535335,3
"17",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,16,1.16502683902767,-0.552507211608962,3,3,NA,0.1,-4.18753627321014,2.48046838773646,4.14314915101014,3
"18",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,17,-0.0442039972520874,0.695966633701107,3,3,NA,0.1,6.89832006894937,8.18861332140256,4.24297167007605,2
"19",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,18,-0.100368442585905,-0.155663964607985,3,3,NA,0.1,-1.66867892256104,-2.7078661655713,-1.6819575098309,1
"20",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,19,-0.283444568873591,1.34889819519773,3,3,NA,0.1,13.1445008750726,14.2989308022134,6.90885510470921,2
"21",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,20,1.54081498087098,-1.06852307048677,3,3,NA,0.1,-8.91095952800013,-0.86447037141199,3.27751774727834,3
"22",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,21,0.165169019709921,1.06445074680413,3,3,NA,0.1,10.8161930721992,14.374332646902,8.0368840550318,2
"23",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,22,1.30762236025457,-1.31272176453748,3,3,NA,0.1,-11.6150987966913,-5.71445420575445,0.135443571134424,3
"24",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,23,1.28825687792158,2.0636947022519,3,3,NA,0.1,22.07397080813,35.5624514561603,22.0167027865086,2
"25",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,24,0.592896940648028,0.131383010662678,3,3,NA,0.1,1.98804228709521,6.32473340916777,4.79788050749323,2
"26",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,25,-0.282943684322266,-0.231688448914938,3,3,NA,0.1,-2.63598066372577,-5.09191601197555,-3.39125551792013,1
"27",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,26,1.25588402559985,-0.397355522973457,3,3,NA,0.1,-2.53482087159513,5.10644938673624,5.75853885100615,3
"28",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,27,0.909839151228625,0.889432082281373,3,3,NA,0.1,9.9181455248317,18.1456709101373,11.8463599660684,2
"29",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,28,-0.92802810507435,0.526169039496728,3,3,NA,0.1,4.19489538877413,-0.919895697493535,-2.73933358861153,1
"30",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,29,1.24018083800314,-0.171273242962619,3,3,NA,0.1,-0.295458822998401,7.75581116280398,7.12792065177898,2
"31",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,30,0.153464179554629,0.158676897443255,3,3,NA,0.1,1.75932342687606,3.16686263150566,2.05456501963217,2
"32",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,31,1.05193257898961,-0.485665066172426,3,3,NA,0.1,-3.64916263337506,2.40174737234705,3.82705410425403,3
"33",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,32,-0.754211212817517,-0.958906074999206,3,3,NA,0.1,-10.4342812224011,-17.7611699581344,-11.2646681707398,1
"34",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,33,-1.48218911965123,0.180517292107055,3,3,NA,0.1,0.11171280827086,-9.56595773740167,-8.67647063341429,1
"35",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,34,0.861131872497717,0.721734282818919,3,3,NA,0.1,8.18824333438028,15.700765014615,10.4293872554199,2
"36",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,35,-0.404519830756996,-0.369540478120798,3,3,NA,0.1,-4.15100995875629,-7.74978530171235,-5.09808500061644,1
"37",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,36,-0.227405417273616,0.237538312539657,3,3,NA,0.1,2.11226906852765,1.10724210897523,0.0367181079061438,1
"38",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,37,0.934096170862491,-0.665922112414915,3,3,NA,0.1,-5.58331073412095,-0.746734195666528,1.86865798333038,3
"39",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,38,-0.465895879790951,-0.796807509842757,3,3,NA,0.1,-8.48697985481638,-13.4804711867335,-8.29134196371855,3
"40",1.1406278423965,7.94839361682534,6.64774595526978,9.98430103179999,12.2706516052131,6.51874442584813,39,-0.637543498570216,-0.0516969313113834,3,3,NA,0.1,-1.2433575898412,-5.70180170766462,-4.57522629674824,1
"240",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,0,0.216754862863576,1.34370862619937,3,3,4,0.1,12.0801724926204,18.8276229731209,3.39113789437722,2
"2110",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,1,-0.542492572263425,0.181535384597938,3,3,4,0.1,-3.96880101463505,-2.12804363319338,-4.78878571325235,2
"2210",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,2,0.891144645072327,1.29251233641714,3,3,NA,0.1,18.3067923509769,23.6878102647758,9.52628494742862,2
"2310",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,3,0.595980577187475,-1.68804857586479,3,3,NA,0.1,-6.6705968687213,-16.5581707286293,3.70766670977452,3
"241",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,4,1.63561800111297,-0.820993577630954,3,3,NA,0.1,9.93809627765553,2.94226002932252,14.1526635076263,3
"251",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,5,0.689275441919723,-0.862146144099767,3,3,NA,0.1,0.363252490302954,-5.3121489377944,5.4255695790961,3
"261",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,6,-1.28124663010116,0.0988436891379549,3,3,NA,0.1,-11.8180181306942,-9.21364969953252,-11.6542782393587,2
"271",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,7,-0.213144519278363,-0.375655144198359,3,3,NA,0.1,-4.87148155818148,-6.50993918295869,-2.34790305074693,3
"281",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,8,1.89653987190927,0.723904155284259,3,3,NA,0.1,23.941728387813,24.6845819223992,18.1590303553539,2
"291",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,9,1.77686321368272,-1.79738201857254,3,3,NA,0.1,4.08657587366016,-8.29769236142721,14.4300049724651,3
"210",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,10,0.566604498180317,-0.663743141576223,3,3,NA,0.1,0.63180531458992,-3.79595465114507,4.50689566661799,3
"211",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,11,0.01571945400457,-0.62372648872918,3,3,NA,0.1,-4.46786522090761,-7.78896552047143,-0.506570038114116,3
"212",9.79550277581438,8.17043504677713,9.17654359713197,7.41005113581195,12.693705400452,1.04343859828077,12,0.383057338517151,-0.0796324318381617,3,3,NA,0.1,3.16215883075098,2.1189144734705,3.43205081404907,3
