"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","choice","oraclechoice"
"1",9.49040221050382,0.73144469410181,7.54675026983023,4.29000931209885,1.50080282357521,14.311031625839,0,0.216754862863576,0.891144645072327,3,3,4,0.1,5.88010965544524,1.49597659390081,14.3889940186298,3,3
"2",9.49040221050382,0.73144469410181,7.54675026983023,4.29000931209885,1.50080282357521,14.311031625839,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-2.5917104810264,0.497646019467222,4.4350409224058,3,3
"22",4.15607118513435,4.55102417618036,9.71055655973032,8.75981969526038,14.4330693664961,11.4255360479001,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.70711505301545,13.8484090991072,12.2866156216004,2,2
"21",4.15607118513435,4.55102417618036,9.71055655973032,8.75981969526038,14.4330693664961,11.4255360479001,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,2.96604465030605,6.13293219986206,1.54149276230622,1,2
"3",7.14508535340428,9.96612856863067,5.06270894315094,7.34914857312106,9.73742052912712,12.4620961840264,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.09788639270345,10.8376569925233,12.2028970634623,3,3
"31",7.14508535340428,9.96612856863067,5.06270894315094,7.34914857312106,9.73742052912712,12.4620961840264,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,0.503794076035177,0.396762784561888,4.68068527953091,3,3
"4",4.8199900239706,8.41746223624796,5.13701735064387,7.94666303205304,8.50668318802491,3.5842331754975,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.12638248385784,9.40521104301245,4.3075436924018,2,2
"41",4.8199900239706,8.41746223624796,5.13701735064387,7.94666303205304,8.50668318802491,3.5842331754975,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,2.12124803416948,0.503407215877673,-0.650660399605144,1,1
"5",8.77995934104547,6.54522017110139,4.82370894635096,14.5654469565488,6.90038865781389,9.3308473052457,0,0.216754862863576,0.891144645072327,3,3,4,0.1,14.8830189413296,7.56795270192767,9.36069698121737,1,1
"51",8.77995934104547,6.54522017110139,4.82370894635096,14.5654469565488,6.90038865781389,9.3308473052457,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,3.91766075686548,0.561764288450576,2.94417748847249,1,1
