"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","choice","oraclechoice"
"1",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,0,0.216754862863576,1.34370862619937,3,3,3,0.1,8.68703421695972,7.74363279449598,2.35567072367312,2,1
"2",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,1,-0.542492572263425,0.181535384597938,3,3,3,0.1,-3.97774207379614,-4.34831676871117,-2.05584986978143,1,3
"3",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,2,0.891144645072327,1.29251233641714,3,3,3,0.1,14.5063058835628,13.8891128065328,5.10037727892953,2,1
"4",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,3,0.595980577187475,-1.68804857586479,3,3,3,0.1,-3.09048515984271,-1.53613114263914,0.645898471426359,2,3
"5",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,4,1.63561800111297,-0.820993577630954,3,3,3,0.1,10.6214073007187,11.9495982721658,5.90193220949514,2,2
"6",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,5,0.689275441919723,-0.862146144099767,3,3,3,0.1,1.88918282625713,2.84670153659928,1.92799273269652,1,2
"7",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,6,-1.28124663010116,0.0988436891379549,3,3,3,0.1,-11.0478976806434,-11.6688641196775,-5.21285071644194,3,3
"8",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,7,-0.213144519278363,-0.375655144198359,3,3,3,0.1,-3.80295845657494,-3.60407910099711,-1.29196457743092,1,3
"9",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,8,1.89653987190927,0.723904155284259,3,3,3,0.1,20.714650029185,20.9631675684978,8.65894401591861,2,2
"10",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,9,1.77686321368272,-1.79738201857254,3,3,3,0.1,7.00062178352134,9.14135139481457,5.43065885506786,2,2
"11",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,10,0.566604498180317,-0.663743141576223,3,3,3,0.1,1.77831790502248,2.53077180879595,1.63357906824908,3,2
"12",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,11,0.01571945400457,-0.62372648872918,3,3,3,0.1,-2.98427819691284,-2.49690216615417,-0.610428239744764,3,3
"13",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,12,0.383057338517151,-0.0796324318381617,3,3,3,0.1,3.05202800377324,3.27627604131635,1.50424448593164,2,2
"14",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,13,-0.0451371159133086,0.435624762829408,3,3,3,0.1,1.77654191585943,1.42162320778551,0.284506552120056,2,1
"15",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,14,0.0343519073969926,1.97090096972424,3,3,3,0.1,10.1869631381794,8.68264031559561,2.27775841338431,1,1
"16",9.00940360734239,9.43460653303191,4.1521517559886,5.01165359979495,4.24097593640909,1.08332387753762,15,0.169026774218306,-0.596758672509127,3,3,3,0.1,-1.46791731990937,-0.936138061657294,0.0553418983228374,1,3
