"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","trialid","ppntid","calcsd","Bweight","toleranceA","toleranceB","orderr","value1","value2","value3","oraclechoice"
"1",0.68109144968912,0.0376889430917799,0.663611704716459,0.324819070287049,0.408382357563823,0.0358755753841251,1,"0",0.5,0,0.01,0.01,0.1,0.68109144968912,0.0376889430917799,0.663611704716459,1
"2",0.0333847235888243,0.311079030623659,0.793664560420439,0.0530365044251084,0.828906566603109,0.784196517430246,2,"0",0.5,0,0.01,0.01,0.1,0.0333847235888243,0.311079030623659,0.793664560420439,3
"3",0.316155837848783,0.454007095657289,0.185006099287421,0.202763465698808,0.294324308633804,0.968595257028937,3,"0",0.5,0,0.01,0.01,0.1,0.316155837848783,0.454007095657289,0.185006099287421,2
"4",0.340119403321296,0.871760472422466,0.242797453422099,0.361649378202856,0.997186921071261,0.138683556346223,4,"0",0.5,0,0.01,0.01,0.1,0.340119403321296,0.871760472422466,0.242797453422099,2
"5",0.374847483122721,0.70930699724704,0.555560327600688,0.30677339551039,0.455438363365829,0.857072808314115,5,"0",0.5,0,0.01,0.01,0.1,0.374847483122721,0.70930699724704,0.555560327600688,2
"6",0.383112609852105,0.892317101825029,0.348744953051209,0.251348232617602,0.505485074594617,0.46963242534548,6,"0",0.5,0,0.01,0.01,0.1,0.383112609852105,0.892317101825029,0.348744953051209,2
"7",0.136548179900274,0.202970530837774,0.0960623670835048,0.379593050340191,0.0601229660678655,0.0656183606479317,7,"0",0.5,0,0.01,0.01,0.1,0.136548179900274,0.202970530837774,0.0960623670835048,2
"8",0.414899000665173,0.18668826087378,0.595646844711155,0.515718597918749,0.817024814430624,0.665728255640715,8,"0",0.5,0,0.01,0.01,0.1,0.414899000665173,0.18668826087378,0.595646844711155,3
"9",0.215831910260022,0.531555552501231,0.0128884639125317,0.00353103294037282,0.35490502580069,0.65021500736475,9,"0",0.5,0,0.01,0.01,0.1,0.215831910260022,0.531555552501231,0.0128884639125317,2
"10",0.877207208191976,0.878991076024249,0.421613133512437,0.451590690528974,0.0226419048849493,0.652117454912513,10,"0",0.5,0,0.01,0.01,0.1,0.877207208191976,0.878991076024249,0.421613133512437,2
"11",0.942904599243775,0.300160482060164,0.600164706585929,0.313666358124465,0.195263857021928,0.553293703589588,11,"0",0.5,0,0.01,0.01,0.1,0.942904599243775,0.300160482060164,0.600164706585929,1
"12",0.367508507333696,0.184443790465593,0.311208008788526,0.718857677886263,0.00155984703451395,0.264275185298175,12,"0",0.5,0,0.01,0.01,0.1,0.367508507333696,0.184443790465593,0.311208008788526,1
"13",0.322295829886571,0.0953584450762719,0.863944124896079,0.269988134503365,0.468178391922265,0.325859318021685,13,"0",0.5,0,0.01,0.01,0.1,0.322295829886571,0.0953584450762719,0.863944124896079,3
"14",0.923309004399925,0.646290526725352,0.734178900718689,0.660208406858146,0.778612750116736,0.854363488266245,14,"0",0.5,0,0.01,0.01,0.1,0.923309004399925,0.646290526725352,0.734178900718689,1
"15",0.963422100059688,0.583399788709357,0.358457477530465,0.831750476034358,0.759791034972295,0.219027495710179,15,"0",0.5,0,0.01,0.01,0.1,0.963422100059688,0.583399788709357,0.358457477530465,1
"16",0.0323218475095928,0.410923442803323,0.524432752281427,0.496958544710651,0.0199558527674526,0.131778481183574,16,"0",0.5,0,0.01,0.01,0.1,0.0323218475095928,0.410923442803323,0.524432752281427,3
"17",0.0843063362408429,0.152290432481095,0.378003109479323,0.384405242977664,0.261326207546517,0.685171792050824,17,"0",0.5,0,0.01,0.01,0.1,0.0843063362408429,0.152290432481095,0.378003109479323,3
"18",0.801892263349146,0.715432605938986,0.628090526442975,0.823940029600635,0.58939831587486,0.655323289567605,18,"0",0.5,0,0.01,0.01,0.1,0.801892263349146,0.715432605938986,0.628090526442975,1
"19",0.719765833579004,0.881121960701421,0.618312631500885,0.75116646126844,0.38363922550343,0.819908331613988,19,"0",0.5,0,0.01,0.01,0.1,0.719765833579004,0.881121960701421,0.618312631500885,2
"20",0.00294078467413783,0.455611215904355,0.734085599891841,0.00727472268044949,0.977059557568282,0.295718559995294,20,"0",0.5,0,0.01,0.01,0.1,0.00294078467413783,0.455611215904355,0.734085599891841,3
"21",0.888566943118349,0.105126893380657,0.143807259621099,0.5166594106704,0.987651424482465,0.55524726700969,21,"0",0.5,0,0.01,0.01,0.1,0.888566943118349,0.105126893380657,0.143807259621099,1
